,2021-09-02,2021-09-03,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-11-01,2021-11-02,2021-11-03,2021-11-04
09:46:00,0.21052631578947345,-0.07994757536041941,0.01328903654485053,0.0,2.04,0.3031784841075794,-0.13672922252010722,-361.0,0.03323262839879154,0.0,-4.696969696969697,0.0,0.0,-3.6490384615384617,0.0,-1.384615384615385,0.13485016648168702,0.0952263779527559,-6.552631578947368,0.08581340149716998,-0.19372900335946247,-0.25082508250825086,0.07856494096276112,0.0,0.03245992704882372,-31.951219512195124,0.1660975609756098,0.11538461538461542,0.0,0.0,0.0,24.333333333333343,-6.5963302752293576,1.4752475247524748,1.668639053254438,11.833333333333336,-0.4338235294117647,0.1262295081967213,-2.186868686868687,-12.462441314553992,0.02318548387096775,0.0,-11.873684210526317,0.37676609105180536,-2.4344685242518063
09:47:00,-0.016741071428571397,-0.07587064676616917,-0.060869565217391286,-3.2444444444444445,0.08130081300813008,0.0,0.5204081632653061,-2.8349514563106797,0.02770083102493076,0.0,0.5287081339712919,-705.0,-32.0,-7.663366336633663,-209.23529411764704,0.014945652173912971,0.0,0.058130522399627904,-82.99999999999999,0.06489377077612368,-129.57142857142856,-0.7777777777777777,0.0720461095100865,-1.574375678610206,0.03831417624521072,-3179.5,0.23025718608169432,0.09819413092550788,0.0,2.8316831683168315,-1.021097046413502,40.0,-217.00000000000003,0.9299999999999997,0.0,0.0,0.0,-1.3627450980392157,-0.6660117878192534,-2.524850894632207,-36.0,0.0,0.4028046421663443,0.08308605341246289,-39.85
09:48:00,0.4076923076923077,0.53,0.0566666666666667,0.2532347504621072,0.3559322033898305,-1.8760330578512394,0.0,-346.0,-0.5217391304347823,0.0,0.21400000000000002,-1.40819209039548,0.0,-75.0909090909091,-8.68671679197995,0.08695652173913082,-0.6766169154228857,0.07317073170731703,0.08032258064516129,0.0625,-32.06896551724138,-0.9358974358974361,-0.028571428571428553,-6.254716981132075,0.0,-28.434999999999995,0.3890593047034765,0.022956841138659312,0.0,0.0,-3.4418604651162794,180.0,0.020116185649836305,0.6732673267326739,308.0,0.3616071428571428,-0.69,0.09882352941176464,0.0,-123.6,0.0080971659919028,0.0,-6.327102803738318,0.2325581395348837,0.4102391377568205
09:49:00,5.0,0.0,-29.0,0.0,-0.12009803921568629,-0.03021148036253779,0.0,-3.545454545454546,-29.0,0.01519756838905778,0.26514657980456036,-8.737179487179487,-0.6193548387096774,-52.93333333333334,-6.2199630314232905,0.9234693877551021,-0.4294871794871795,0.15407673860911275,-1.9236641221374047,0.03621876131836288,-56.46153846153846,-80.0,-0.014191761855313234,-0.32007400555041626,-0.19519519519519518,0.0,0.0,-0.12222222222222226,0.0,-0.012036555464744803,-1.8775000000000002,0.0,0.0,0.0,0.0,0.0,0.1303501945525292,0.009422733584606213,-431.0,-1.4916434540389973,-0.14516129032258052,-2.389797882579403,0.0,0.24577572964669736,0.0
09:50:00,0.017391304347825987,0.5148514851485149,0.0,0.0,-0.17041800643086813,0.27441285537700866,-0.17010309278350522,0.0,0.08636363636363639,-12.421052631578949,0.41318681318681316,-11.54,0.08192955589586526,-0.8480392156862746,-2.287461773700306,-0.08284833960972271,-1.1799999999999997,0.3039806996381182,-2.5200000000000005,0.10157367668097284,0.253547423450336,-0.5793103448275863,-0.03448275862068967,-3.742138364779874,0.4679738562091503,-13.17910447761194,0.0,-0.0161301634055685,0.0,-0.10043397396156228,-6.963302752293579,-0.06365217391304345,-33.666666666666664,-0.10129870129870133,154.5,0.37089201877934275,-0.43356643356643354,0.0,-35.38461538461539,0.026051213686607788,0.03288490284005979,-0.11524500907441015,-146.0,0.223062381852552,-509.79999999999995
09:51:00,0.0,48.0,-5.555555555555557,-62.5,0.0,0.0741935483870968,-0.3195876288659794,0.0,-3.0,-1.5643564356435642,-0.6836363636363636,0.617056856187291,-0.13398692810457513,-2.9450000000000003,-11.92,1.8699999999999999,-0.7052023121387283,0.367816091954023,-1.8840579710144927,0.31209362808842656,-5.9203539823008855,-0.75,-0.015,-9.67479674796748,0.0,-2659.5,0.0,2.5999999999999996,0.0,1.5045045045045042,-27.318181818181817,5.454545454545455,-6.0600000000000005,0.371900826446281,0.0,-0.06810897435897434,-0.6500000000000001,-29.666666666666657,-4.627450980392156,0.38044806517311613,0.0011148272017837968,-4.309746328437917,-32.0,-0.7294117647058824,-8.31270358306189
09:52:00,0.0,-0.18318318318318316,0.0,0.0,0.0,-0.955,-0.3310810810810811,0.0,0.0788177339901478,-79.0,-1.3977272727272727,-4.132075471698113,-39.0,-1.4642857142857144,-7.222929936305732,-0.2678571428571428,-0.6069651741293531,0.24903100775193798,0.08804605485946504,-2.4699999999999998,-2.0227272727272725,0.0,-0.02898550724637683,-60.89473684210527,-1.4027777777777777,0.0,-20.170731707317074,-0.08167177914110435,0.0,-0.13513513513513514,0.0,-0.03439275295562716,-53.777777777777786,0.9380530973451329,309.0,0.0,-2.3076923076923066,0.0,-280.0,0.674347158218126,-1.0,0.0,-1.1550632911392404,0.023504173856270127,-8.767123287671232
09:53:00,-0.033333333333333326,0.0,-47.0,0.0,0.0,0.2772785622593068,-0.2528735632183908,0.14868540344514958,0.032911392405063356,0.46710526315789475,0.13344739093242086,-0.5442857142857143,-0.4094827586206896,-3.4554973821989527,-6.246458923512748,0.6396396396396397,-11.333333333333336,0.45065176908752325,0.20545454545454545,-0.6336633663366337,-623.0,-0.32,0.1499999999999999,-1.5270758122743682,-0.27439024390243905,0.0,-14.557377049180328,0.0,-710.5,-0.01497166078494283,-4.6953125,-0.17905675459632298,-4.577981651376145,0.4764150943396226,-0.5930232558139535,0.0,0.0,-13.0,-268.0,0.0,0.010000000000000009,-34.38,0.20188053097345127,0.0207638116425658,-852.3333333333335
09:54:00,-0.01586206896551723,0.61,0.0,0.0,0.0,0.13113772455089823,0.23,0.5226917057902973,0.012465373961218829,-0.0821256038647343,-2.08955223880597,-5.246031746031746,0.04411001556824079,-2.1966666666666668,-21.450000000000003,11.565217391304348,-0.5249999999999999,0.2985436893203884,-26.125,0.0,0.0,-0.11002444987775062,0.13235294117647056,-0.7971223021582733,0.07075050709939146,-49.84545454545455,0.0,0.0,-43.0,0.3532219570405728,-2.0940766550522647,-0.04298993028659959,-1.83399209486166,0.0,0.0,17.6,-0.2178217821782178,0.0,0.0,0.0,-0.002577319587628857,-33.705882352941174,-1.2280130293159608,0.07208237986270027,-2537.0
09:55:00,0.0,-0.22258064516129034,-6.75,0.0,2.368421052631579,-0.11636363636363639,-0.1146496815286624,0.0,-0.1636363636363637,-0.8914728682170543,-0.19008264462809918,-13.88,0.0,0.2839700669554943,-20.88679245283019,2.655913978494624,-3.09090909090909,-36.28571428571428,0.0,-1.46,-0.7992565055762082,-0.16028708133971292,-0.04393305439330544,-3.1533333333333333,-0.22699999999999998,-1050.5,0.0,2.06,-4.761702127659575,3.5510204081632644,-0.91283676703645,14.5,-9.375000000000002,0.4172932330827067,-0.445414847161572,0.0,0.0,0.0,0.0,0.0,-0.004347826086956497,0.0,0.0876944837340877,0.20898027696181287,-0.2817193164163646
09:56:00,0.055,6.7272727272727275,0.08463949843260188,0.0,0.0,-1.3624999999999998,-0.052369077306733236,0.5279605263157895,-15.0,-3.6333333333333337,0.0,-1379.0,0.0,0.007392499509130124,-21.56,0.9374999999999999,-102.0,-0.8600682593856656,0.0,-146.0,-6.2413793103448265,-0.2988505747126437,-0.01670843776106934,-2.3718749999999997,-5.078431372549019,0.7841945288753799,-9.73,-0.29055007052186177,-338.0,0.0,-1.1183673469387756,-0.06739130434782609,-46.111111111111114,0.0,0.0,0.0,0.0,-0.4838709677419355,-144.0,-4.930348258706468,1.0,-2863.0,0.14802896218825423,-24.428571428571427,-1274.0
09:57:00,0.0,-0.1908212560386473,0.0,0.0,0.0,0.34426229508196726,0.21904761904761905,0.0,-4.0,-1.1025641025641024,0.22622950819672127,-629.5,-95.0,0.18887545344619106,0.0,0.0,0.06567366283006093,-20.833333333333332,-3.898305084745763,0.15322984476715062,0.2108508014796548,-0.35231316725978645,-0.0077439339184306455,-0.4675716440422323,0.0,0.0,-6.106145251396647,-0.035113995673156984,-24.0,0.6713780918727915,-3.768292682926829,0.18406593406593408,-5.533333333333333,1.1683168316831685,298.0,0.0,0.0,0.03237410071942448,-144.0,0.0,0.017518248175182438,0.0,0.0,0.2860215053763441,0.0
09:58:00,-0.035175879396984966,0.0,-7.857142857142858,0.0,0.0,0.08845437616387342,1.0,-2.934579439252336,-3.0,-1.7425742574257423,0.0,-5.236220472440945,0.0,0.0,-19.17094017094017,-0.7368421052631579,0.0610730593607306,0.0,-2.0462962962962967,0.17470588235294116,0.0,-0.3133333333333333,-0.18999999999999995,-6.336448598130842,0.0,0.0,0.2826923076923077,1.0985221674876846,-547.5,-0.1329941860465116,0.0,0.0,-1.4910714285714286,58.5,297.0,133.0,0.0,-0.2494226327944573,-125.0,-5.23,-0.20212765957446832,-3.7884615384615383,-1.6355932203389831,-22.636363636363637,-2573.0
09:59:00,1.0,58.0,0.1990521327014218,-34.0,-0.08274894810659184,0.4519774011299435,-0.018181818181818188,-97.0,-0.2999999999999998,0.42950819672131146,-1.8928571428571428,-12.8348623853211,0.0,-2.506666666666667,-3.690017513134851,2.3058823529411763,0.0620364126770061,-2.2596153846153846,0.2954545454545454,0.06982840800762635,-2.383928571428571,-8.846153846153843,-0.21393034825870638,-3.2388059701492535,-354.33333333333326,-48.2,-7.421052631578948,-0.2945417095777549,-60.666666666666664,22.111111111111114,-5.282051282051281,0.25,-10.31818181818182,0.0,0.0,4.129032258064516,0.0,0.0,-8.928571428571427,0.0,-0.1399999999999999,-5.104738154613466,0.0,-1.4608150470219439,0.0
10:00:00,0.0,-0.0234375,0.0,0.0,-0.11627906976744184,-38.0,-0.020226537216828544,0.0,0.0,-0.5384615384615385,0.20037105751391465,-13.73,0.04652173913043478,-88.375,-144.86666666666667,-0.7573333333333334,-2.586206896551725,-1.1959798994974875,-0.4777327935222673,0.1571268237934904,0.42945736434108533,0.15759312320916907,0.02006532897806812,-0.5993377483443708,-3.140921409214092,-5.342499999999999,-0.01581722319859402,-0.3753280839895013,-1.8132075471698113,-0.027934578086553752,-3.117021276595745,0.0,-1.4488636363636365,137.0,1.7254901960784315,28.4,0.0,0.0,-100.0,0.0,0.03756708407871201,-6.771812080536913,0.07283236994219655,-116.5,-7.459940652818991
10:01:00,0.0,109.0,-2.4375,-113.0,-0.22666666666666668,0.0,-0.018718502519798452,0.25364431486880457,0.0,0.16116248348745044,0.0,0.0,-0.94,0.052323860272350475,-2094.0,0.0,0.0,0.3203230148048452,0.12701829924650165,-1.295,-2.3588516746411483,0.05759162303664911,0.04425531914893621,0.022861733985830135,0.41180811808118084,-1.5908766928011406,-1.8944723618090453,1.43,-892.0,-0.03836058954169186,0.0,0.0,0.0,0.0,-0.5834970530451866,0.0,0.028708133971291905,-0.1656534954407295,0.0,-204.39999999999998,0.0,-54.14285714285714,-2.24,0.146384479717813,-11.226244343891404
