,2021-09-02,2021-09-03,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-22,2021-11-23,2021-11-24,2021-11-26,2021-11-29,2021-11-30,2021-12-01,2021-12-02,2021-12-03,2021-12-06,2021-12-07,2021-12-08,2021-12-09,2021-12-10,2021-12-13,2021-12-14,2021-12-15,2021-12-16,2021-12-17,2021-12-20,2021-12-21,2021-12-22,2021-12-23,2021-12-27,2021-12-28,2021-12-29,2021-12-30,2021-12-31
09:46:00,0.05951940850277271,-3.815668202764977,-5.933333333333334,-6.609999999999999,-217.39999999999998,2.0100000000000007,0.03707518022657055,-3.8178217821782177,-7.838842975206612,0.08927727916863493,-9.666666666666668,-3.4161566707466338,5.945945945945947,-0.5664621676891616,-5.923714759535655,0.0,0.7329253365973072,-123.94736842105263,19.708333333333336,0.016046681254558715,0.1550541915505419,-2.002991026919242,0.0,0.0,0.0,-67.98,-65.53333333333333,-0.901536312849162,2.8571428571428577,-26.75,0.23815760750927745,0.022672064777327944,-4.465,-0.00010801168490048862,-12.741893393901318,0.03659860204628007,-0.15531091936923536,-11.127731092436974,58.18181818181819,-0.15723270440251547,-0.3835368611488015,-12.530054644808743,0.3263665594855305,-0.08943396226415096,-6.860091743119265,0.18095238095238098,-0.03554591740524238,-1.0634573304157549,-0.0639412997903564,-15.579999999999998,0.0,16.78181818181818,-0.36938646426312466,10.324786324786324,0.03693181818181834,-3.2266666666666666,0.4120541205412054,0.0,-1.9100000000000001,-6.389999999999999,-821.5,1.6796116504854375,-349.20000000000005,0.5723014256619143,0.38783269961977185,-1.9185022026431722,2.461764705882353,0.1381206534044962,-0.5136417556346381,0.5600487324867626,0.45141822570911283,-7.925675675675676,-0.08125219838199085,0.3100387194258192,-2.45,-43.144940747493166,-0.48111658456486045,-1.2326254826254828,-0.0923495914830404,-1.1766091051805336,-1.4767691208005718,-0.048587149118716755,-5.015151515151516,2.064
09:47:00,-21.80666666666667,-8.16,0.0,0.0,-4406.0,0.0,-0.2990654205607477,0.0,-2.2092457420924574,0.0,-1.6178343949044587,-86.61290322580646,1.0458715596330275,-0.31999999999999995,-18.106382978723406,0.0,0.709189699976376,-1.3588039867109634,157.66666666666669,-200.5,0.1892254087376039,-6.073015873015874,1.8556701030927836,0.0,-2.9611650485436893,-16.756097560975608,-1.6016666666666668,-2.6021739130434782,0.7114624505928848,0.13148984198645597,-2.5382830626450117,-0.016080402010050253,-8.980198019801982,-0.0003108400452223048,-4.5197032116127085,0.40958487285372747,-1.1271929824561404,-3.7772549019607844,3.6098901098901104,-0.09393346379647749,-0.24685418208734267,-204.25,0.6634304207119746,-0.023598526336751968,0.2097625329815303,0.05932605600379681,-0.1197833705001593,-0.5288912024986986,-0.06089824917533615,-1.56,0.0,0.0,9.833333333333334,0.0,1.0869565217391304,0.0,2.8235294117647056,0.0,0.1430584918957012,-1.67,0.0,-0.03970621987606149,-477.42857142857144,1.6385542168674698,0.44444444444444464,-14.049180327868854,-0.26431141642132805,0.04240300501676464,-0.6165168213457077,0.5863255707238728,0.2293144208037825,-4.054873646209387,0.21899224806201545,0.40344911343211076,-7.073221757322176,-2.9971588535138296,5.997448979591836,-2.2922794117647056,0.016747301823595087,-0.41138165345413363,-1.9252988047808763,-0.08599779492833515,-6.909999999999997,0.19065725149375337
09:48:00,0.0,-6.57,0.0,0.0,-249.5625,0.8464566929133859,-0.0018656716417910224,-3.71753986332574,0.0,-0.08316831683168313,-2.1884057971014492,-3.8462809917355374,-0.14107883817427386,0.0,-30.420560747663554,-0.06554878048780488,-2.559615384615385,-2.2624309392265194,95.39999999999999,0.13600135662201118,-0.8043478260869567,-2.1712962962962967,-0.48749999999999993,-4.964912280701754,-0.8735119047619048,-3149.0,-12.8625,0.3562781044621238,0.19169329073482427,-0.8716981132075472,-1.2391304347826089,-0.034712950600801096,-8.742574257425744,-0.0001744100777313351,-71.67366462928514,0.1651363383416806,0.2275848142164782,-1.8059149722735675,0.10156782549420584,0.009134873723804407,0.9535232383808097,-9.438709677419354,0.05455672659640421,1.1279620853080567,-0.6542713567839197,0.10472479298587434,0.9275362318840581,-3.0477611940298504,0.14561933534743204,-0.16349514563106793,0.6893203883495147,229.5,83.42857142857143,279.75,5.486111111111112,-9.235294117647058,-0.07466012926231336,-3.42,0.029547553093259467,-204.0,-834.0,0.35510204081632657,-68.85365853658536,0.3310249307479225,-0.11043412033511041,-1.2452830188679245,2.59,0.041750487450094464,-6.884002361275089,0.4119142753359971,0.4545226550744023,0.2382918937329701,-0.057020547945205446,0.1350005492292483,-15.736842105263158,-30.08869908015769,2.0565217391304347,-2.313092979127135,0.5794542536115568,0.08921429492968647,-2.5,-0.14883846569421932,-2.0935483870967744,-0.1349527665317139
09:49:00,-45.98529411764706,0.41843971631205673,0.16050955414012738,-7.6557377049180335,-37.05714285714286,220.0,0.017391304347825987,-30.291666666666664,0.5078299776286352,-0.5371702637889689,-1.0172413793103448,-3.3804664723032065,2.0238095238095237,0.0,-4.24802110817942,0.6274509803921569,-2.8910052910052912,-4.9604938271604935,2.311004784688995,-2.016431924882629,0.2573824279985417,-2.331920903954802,549.0,-1.617142857142857,-0.7799315849486886,-10.659340659340659,0.0,-5.7548076923076925,0.6293706293706292,-16.58333333333333,-1.38955223880597,0.007616146230007614,-1.5950095969289826,-0.000297755883962747,-30.26000680349246,-0.4536139066788655,-0.2838334353949785,-2.0728260869565216,3.1390134529147984,0.005961251862891204,0.9697802197802197,0.2870794346008361,-0.08507042253521126,-0.04387736368643291,-1.5869017632241813,0.03707239459029443,-0.11187089715536103,-6.657142857142855,2.3999999999999986,0.0,0.3663366336633658,0.0,5.666666666666666,0.0,0.7534626038781163,-22.525000000000006,-0.16752312435765676,0.17509025270758125,-0.01667154138637028,-1.7299999999999995,0.2822429906542056,1.5350877192982457,-16.04294478527607,1.8399999999999999,-0.05445729205520322,-1.732,0.0,0.019387126126390597,-1.0084325005910633,-2.1929499072356213,0.41782428287930723,-1.58644925499016,-0.08610936517913262,-1.2226363944425618,0.30732961851693097,-16.625448028673834,-0.5605413105413105,-0.8770685579196218,0.7664543524416132,-125.68181818181822,0.0,0.5784518828451883,-1.879999999999999,0.4227467811158798
09:50:00,-39.125,0.0,-6.350000000000001,-1.1142857142857143,-2.213061224489796,0.9063829787234043,0.009090909090909094,0.0,-3.1016666666666666,-95.66666666666669,-25.058823529411768,-15.588235294117645,-0.06379585326953746,0.0,-7.6610644257703076,0.0,0.7549071618037135,-251.125,-0.2665505226480836,0.4642438452520516,0.10998597912447428,-1.8164835164835167,0.0,0.2645411460577337,-0.7564655172413793,-17.942307692307693,0.0,-10.809999999999999,-0.15312232677502138,0.12636961285609932,0.10374126353295876,0.04764740917212629,-2.337704918032787,-0.00027352925823453944,-31.039031441994943,-2.733410942956927,-0.509068167604753,-3.819819819819819,5.472868217054263,-0.01565995525727093,2.9700000000000006,-1.069377990430622,0.048833189282627504,0.3918032786885246,-2.0794223826714804,-2.2038834951456305,-0.16561014263074486,-0.5353889278206025,0.35041322314049594,-28.139534883720934,-0.3580645161290321,45.949999999999996,5.293577981651377,207.4,0.4912587412587412,0.23343269892226548,-0.2013958125623131,-3.1900000000000013,-0.07341944255608429,0.027251398664500992,0.0,0.47214854111405824,-756.3333333333333,0.47494033412887826,0.3913043478260869,-1.4697452229299366,8.698924731182796,0.0705338422665448,0.7588301462317211,0.5846484935437589,0.47268768342326994,-1.9950142450142452,-0.07438596491228067,-0.042433345850544535,-5.808098591549296,-36.142,-0.40271804575950454,-0.7269758327890268,0.24589041095890407,-1.0936599423631124,-1.5087055261165783,-0.04041720990873533,-0.44108761329305124,-0.060357315306615145
09:51:00,0.0,0.24938725490196073,-0.30487804878048785,-2.544554455445545,-3.0199335548172757,0.0,0.018181818181818188,-8.737142857142857,-2.2177314211212518,0.13562307353588732,-0.04241781548250262,-17.9,0.8884892086330934,401.0,-1.7956709956709955,0.0,-12.264069264069263,-324.33333333333337,-0.2105492589363558,-12.887096774193546,0.22135007849293561,-7.21531100478469,0.13346613545816732,-1.423529411764706,0.0,-15.458333333333334,-0.028059236165237755,-268.5,-0.048326133909287194,0.0,-0.599366587490103,0.10078740157480315,0.11715025200926299,-0.0003727027954968376,-23.653734061930784,-4.651515151515152,0.15297553851770723,-4.135211267605634,-0.4137749737118822,-0.0070521861777151085,0.8669527896995708,-9.831168831168828,-0.23387096774193572,8.888888888888893,-1.9066666666666663,0.04128217581350169,-0.11523652365236525,-2.6737288135593227,-0.023587619376366442,-39.599999999999994,-4.2970297029702955,0.0,11.9,0.0,-0.2814569536423841,0.0,1.6029411764705879,0.25751776927282666,-0.01428786283651673,-0.0043310875842155205,-3.3840000000000003,3.8478260869565215,-313.3333333333333,0.1532258064516129,0.1937799043062201,-3.1806451612903226,-0.14049433190856708,0.09975081174960365,0.6802811711686176,0.4222685426437381,-0.4433683519369665,-4.716239316239316,-0.09100484516536761,0.38864008738394323,-0.06626619110193355,-27.263114071606992,3.6416275430359937,-0.6146735990756789,0.17091595845136923,0.29674284685981644,-14.970370370370368,0.3305588585017837,-0.34508816120906816,-0.07737860244769049
09:52:00,-1.7759699624530665,-1.205,0.0,-55.60000000000002,-845.0,2.1000000000000005,1.5,-154.6,0.20282279142707788,0.0,-8.533333333333333,-19.075268817204304,0.9537953795379537,0.0,-7.851265822784811,6.299999999999997,0.6628462273161413,-171.36363636363635,4.444444444444445,-1.312286689419795,0.13550239234449768,-2.4705882352941178,56.599999999999994,-4.395348837209302,0.16167379933428438,-523.0,-4.797101449275363,-2.5707196029776673,-0.06438848920863316,-0.15948777648428408,-8.163461538461538,-0.2043795620437957,0.0,-0.00026773761713527744,-42.422403258655805,-0.025734683712435674,-12.020408163265301,-2.403985507246377,0.0,-0.20000000000000284,0.0,-4.033653846153846,-1.133802816901408,24.0,0.17095808383233535,-105.0,-0.15337200870195788,-0.2147577092511013,0.3799999999999999,-1.8900000000000006,-3.844036697247706,457.5,10.016949152542374,290.5,2.59,-1.3016241299303943,0.5307086614173229,-1.0121654501216542,1.0899999999999999,-0.05549510337323171,-919.0,0.593220338983051,-68.25,0.22790697674418603,-0.1515151515151515,-8.008620689655173,-0.2875739644970414,0.07106441183785128,-4.283258728737691,-0.9949061662198393,-0.4724033720375378,0.40279083218856193,0.19716437749224633,0.47470039946737685,-0.15191387559808608,-55.63139931740614,1.1762409369771332,0.18383725270623363,0.2719167904903417,0.16856408373117882,-935.0,0.964646464646465,-0.18294849023090587,2.2063492063492056
09:53:00,0.20772058823529405,0.3212180746561886,-4.0,0.0,-2.738853503184713,0.4971590909090909,0.0,-4.01530612244898,0.06670252824098977,-0.5465729349736379,-159.99999999999997,-161.99999999999997,0.9759450171821307,18.227272727272727,-11.666666666666668,0.26724137931034475,-5.9777282850779505,-41.45454545454545,5.853658536585366,-32.50000000000001,-0.48031496062992124,-4.088154269972453,5.584158415841584,0.0,-710.0,-2.4421593830334185,0.09502541198213466,-6.746666666666668,-0.1454102355808286,-0.8666666666666663,-132.00000000000003,-0.0672413793103448,-842.0,-0.0003657002428250067,-17.854801536491678,-0.6984673131060369,-0.71976401179941,0.047796863330843875,-0.24154929577464787,0.12108731466227346,2.631818181818182,-12.800000000000011,-0.13859480269489893,-0.12217795484727757,-1.318181818181818,-6.640000000000001,-0.28069011280690115,-0.20800000000000018,0.1581818181818182,-67.40000000000003,-1.2833876221498368,924.0,20.413793103448278,941.0,0.4354243542435424,0.3975903614457832,1.6600985221674875,0.0,0.2003891050583657,-0.02360876897133224,-0.9987730061349693,-0.1166666666666667,-54.44444444444444,0.4073033707865168,-0.02230437461491075,-100.25,1.9742857142857144,0.08114961961115807,0.7811974110032363,0.570630642332922,0.47399206183413417,-2.06423982869379,-0.017531866982990918,-0.3013698630136987,0.38889775083745415,-2.0090367428003972,-0.625,-0.6885245901639343,0.1729834791059281,-110.99999999999997,-3.507936507936508,-0.16666666666666669,-0.3362831858407078,-0.07515105740181269
09:54:00,-2.7150000000000003,-19.6875,0.12471308339709264,-11.8,-866.0,1.0945273631840795,0.02247191011235955,0.0,-107.88888888888889,-0.4427157001414427,-150.0,-1.9929328621908127,1.3449781659388647,1.0774193548387097,-7.498007968127489,7.833333333333329,-2.0798514391829155,0.5273948391657829,-0.13544587773415595,-109.71428571428571,-1.0099573257467995,-3.6219512195121952,92.16666666666666,-19.896551724137932,0.0,-5.0228310502283104,0.22513562386980113,-1.6471544715447157,-0.15696649029982362,0.11909448818897639,-53.428571428571416,0.006344730348960104,-4.2388059701492535,-0.0004482204785041244,-2.5034071874524133,-0.7269802975472457,-3.420382165605094,-2.1401766004415013,4.79891304347826,-0.06624710168930104,-0.027113237639553422,-0.30487804878048763,-0.32846715328467146,7.272727272727273,0.1880026809651475,-2.112903225806452,-0.08273029532564058,0.004524886877828038,-0.01842385516506928,-0.25036390101892286,0.0,9.07843137254902,13.767441860465118,-0.017897091722595126,-0.18545454545454546,0.0,-0.04738400789733466,0.0,0.859649122807018,-0.05999999999999961,-1.0086526576019776,0.7918552036199094,-48.333333333333314,0.40863787375415295,-0.03608247422680411,0.0,-0.07771886719255139,0.05065193370165744,-0.003244535519125624,0.07078582280171619,0.04049493813273336,-4.975524475524475,-0.04093905400717013,0.3139809390574451,0.26513493800145876,-20.005517241379312,1.1573604060913705,0.004372019077901412,0.43727161997563924,-1.5416133162612036,-1.059800664451827,-0.10243553008595996,-3.3333333333333357,-0.055418381344307266
09:55:00,-274.0,0.12294563843236406,0.0,0.0,-1.1624293785310735,0.0,0.08695652173913038,-9.899328859060402,-15.801980198019802,-3.250000000000001,-4.179245283018869,-6.023102310231023,0.49090909090909096,2.91,-2.2807486631016043,-0.01999167013744274,0.48565161762017917,-91.57894736842105,3.2416107382550337,-24.933333333333334,0.11626387981711306,-2.3482280431432976,1.1563517915309447,-54.2,-1.318702290076336,-512.5,-1.170103092783505,-338.6666666666667,-0.06633999246136457,0.2052117263843647,-0.4717542120911794,0.0060413354531001495,0.0,-0.0005233832010247408,-5.26361158836424,-4.882629107981224,-0.284527972027972,-1.316436251920123,5.509202453987729,1.0,3.009132420091324,-0.17479674796747968,-0.4026402640264033,-0.0015302218821729163,-4.6080000000000005,-0.7170263788968825,-0.23882286361063954,0.3807228915662648,-0.029157484319376148,-0.1634241245136181,-1.2028985507246377,0.14914163090128757,2.9716981132075473,-0.9259259259259259,0.7849999999999997,-26.975609756097562,-0.14997813729777,-0.48,1.3600000000000012,0.03309692671394793,0.0,0.0,-5.3773584905660385,0.3739376770538243,0.3545279383429672,0.07061639736684622,-0.09429932643338257,0.05779013057842575,-1.3578183207565193,0.12150709545975469,-0.013463191062732749,-2.533368365738308,0.6234234234234233,0.2568364997121474,-2.3791069924178605,-10.599463567277605,18.173228346456693,0.20697674418604617,-0.0993084370677732,-0.3038815117466803,-1.6765039727582294,-0.10070422535211271,-1.1807580174927121,-0.06361579079708324
09:56:00,0.0,-10.567567567567568,-0.32558139534883734,-2.019230769230769,-1.5150976909413854,0.0,9.5,0.0,-99.92857142857142,-14.086956521739129,0.0,-17.277227722772277,20.823529411764707,3.6333333333333333,0.0,0.30078125,0.6156142365097589,-86.19999999999999,-0.29209414604707307,-232.33333333333337,0.22441430332922324,-4.361563517915309,0.0,-1.6960486322188448,-3.1945701357466056,-2.632311977715877,0.1482537419814683,-18.814814814814817,0.352,0.0855855855855856,0.030909644052327323,-0.5,-6.889763779527559,-0.00044827877865172283,-14.683803581117743,-0.7467336683417085,-4.333333333333332,-12.097402597402597,0.23950870010235414,-0.09232096635030196,0.4386317907444668,0.00990099009900991,-0.40154440154440163,0.11291632818846466,-4.751937984496124,-3.815384615384616,-0.1764705882352941,-0.04109589041095907,-0.02458899213724086,-0.06666666666666687,-4.190000000000001,4.382075471698113,3.1700000000000004,43.904761904761905,1.1600000000000001,-1.2827225130890052,1.14,-3.7569444444444438,-0.052755905511811085,-0.018604651162790697,-2.80718954248366,0.3801295896328294,-75.0,0.5911111111111111,0.6566666666666667,0.18611623616236161,-0.05842123565550017,0.03861802876183795,-2.530454187450774,-1.7796365138372572,0.37155698974299867,-1.7145735392881127,-0.018814448531628836,0.3617943548387097,-3.3128078817733995,-18.852,0.37534702942809556,0.0723025583982202,0.5866013071895426,0.1723319170207448,-2.7824999999999998,0.3148046230049532,-2.1937984496124017,0.11745126010461246
09:57:00,-5.613636363636363,0.1337644656228727,-0.6911196911196911,-323.0,0.0,117.5,0.11538461538461497,0.028653349178503373,-5.0504731861198735,0.11430793157076202,-6.111111111111111,0.41939225237763866,13.074074074074073,2.232758620689655,-2.96812749003984,-0.061379310344827576,0.6984681537221178,-165.3,16.233333333333334,0.34224965706447186,-0.93125,-2.756666666666667,-0.29830322933771214,-1.3404255319148934,0.06419387660715947,0.21800708143651992,-0.6746987951807224,-2.314087759815243,-0.09479452054794524,0.3227383863080685,-4.247572815533981,-0.9199999999999982,0.3029835390946502,-0.00047142432019131597,-37.375812521382144,-1.365591397849462,0.15699566160520606,-1.1604548325963362,-0.3108882521489972,0.3562231759656651,13.142857142857142,0.8666666666666671,0.007581501137225166,24.0,-12.321428571428577,-2.3039215686274517,-0.11227224008574488,-0.42682926829268286,-0.0515278609946076,-2.7750000000000057,-181.0,2.0328947368421053,-0.18851206843874124,18.15686274509804,4.882352941176471,-9.16,-0.058673469387755195,0.0,2.8599999999999994,4.111111111111114,-36.45454545454545,1.7600000000000007,0.05123152709359613,0.14102564102564102,0.7817460317460316,-0.8397104446742503,2.58,0.05544210741270161,0.3197240890439904,-3.8701532912533816,0.45417810308020745,-0.5830075579880115,-0.09882116879859543,-0.907083716651334,-5.017716535433071,-12.126256281407036,0.648170731707317,0.12351190476190477,0.007197290431837422,0.41106194690265485,0.09737996176768238,-0.09413302827259351,-1.6386138613861387,-0.12772958420580316
