symbol,"ARMA(1, 1)","Robust ARMA(1, 1)"
GOOGL,0.016968822675103034,0.01646740598354083
GPC,0.019562177281488173,0.018385435179447206
GPN,0.015278518567230543,0.016166386715881817
GRMN,0.019028489608778457,0.019107364402276804
GS,0.014989514094069315,0.014261888616641542
GSPRA,0.03633288446953611,0.03509544966005969
GSPRC,0.0595833632021415,0.05951987686727591
GSPRD,0.03149751815187933,0.029237263257736013
GSPRJ,0.033336380365951934,0.03265210879332895
GSPRK,0.03342251736599615,0.031604387156701275
GSPRN,,
GWW,0.02039950514341657,0.019582078448379926
HAL,0.014137329016070227,0.014452669212181192
HAS,0.01799807222894759,0.017112221176134264
HBAN,0.013127129447422687,0.012616051277419436
HBANM,,
HBANN,0.0790928110686542,0.0758124289572117
HBANO,,
HBANP,0.041209797711983874,0.03823156881665475
HCA,0.016909803831454982,0.01573374288870744
HD,0.013836269776971086,0.012627519689405002
HES,0.01573935962063347,0.015612976243240415
HIG,0.01825197548347733,0.01757983320914312
HIGPRG,0.042867614606535015,0.04359843394148565
HII,0.02101711739248367,0.020517188866720108
HLT,0.01943508084357469,0.019530409690458984
HOLX,0.021301240164208184,0.02084743995632359
HON,0.015542095069117747,0.01506456485675164
HPE,0.016203461361009683,0.016356844839407497
HPQ,0.014906892666634324,0.014230434076911859
HRL,0.017206367796233645,0.01707085794951904
HSIC,0.020117823747430916,0.02020433029189785
HST,0.01554850321317837,0.015798348461205293
HSY,0.01910130735965559,0.017224219223484206
HUM,0.01994758250584373,0.018805767217543103
HWM,0.022608027950736975,0.021363982417171273
HWMPR,inf,inf
IBM,0.014945010501486855,0.014496522566004966
IBMWI,,
ICE,0.015321518138110508,0.01502180613124
IDXX,0.018593109055978177,0.01780836209377639
IEX,0.022229566956651747,0.02170508428919379
IFF,0.023001078337452813,0.02264586803076956
IFFWI,,
ILMN,0.0186571695232634,0.01835611949951984
INCY,0.021842421929015338,0.021925109167110705
INFO,0.020384009675270903,0.02050046652788989
INTC,0.013418089768848698,0.013202036763472726
INTU,0.016184727989024542,0.01641205598215849
IP,0.016924527629485896,0.01664492956168683
IPG,0.015512543755191576,0.015458859027597992
IPGP,0.024125094315823423,0.02440075649484746
IQV,0.019219031563795792,0.018920541976094756
IR,0.01802943404566971,0.018170994048138118
IRM,0.01761738270416831,0.017292909259425025
ISRG,0.017932146155631663,0.01860636479110159
IT,0.025086977492987824,0.02389834800985929
ITW,0.014614679186658716,0.013268021735911587
IVZ,0.017690646437760176,0.017442012642001126
J,0.019504202657254378,0.019251716782255898
JBHT,0.019383243502390603,0.018844868011979946
JCI,0.015457237558623804,0.014778285479594809
JKHY,0.0233411234486731,0.022945640588109023
JNJ,0.014519140302108553,0.014130616000925555
JNPR,0.022047022879344777,0.021081532824785386
JPM,0.011642543788201749,0.011121388882018267
JPMPRC,0.032924867096613714,0.030188750198489468
JPMPRD,0.03370705190371129,0.03315115651166595
JPMPRG,,
JPMPRH,,
JPMPRJ,0.03660970322578439,0.03505965198849845
JPMPRK,0.03619303568343963,0.03545598139452006
JPMPRL,0.062309688955925355,0.0652830615670164
JPMPRM,,
K,0.016632693130739,0.01573396362315748
KEY,0.013432706357681672,0.013091613663774202
KEYPRI,0.03578094299472381,0.03525020819919635
KEYPRJ,0.043432755619496416,0.04284288716121684
KEYPRK,0.041641991568794084,0.04112195645141786
KEYS,0.018301915404109973,0.018163299331893142
KHC,0.01647998551203284,0.01583245137484931
KIM,0.013915549777051252,0.01338760704880535
KIMPRL,0.0677059437236561,0.06632382624600093
KIMPRM,0.06470967096678584,0.06316261601295282
KLAC,0.020986773305711828,0.02020498819689991
KMB,0.01969724120594938,0.018680955304511415
KMI,0.014135468038747979,0.013525189389602517
KMX,0.0186276125605748,0.01780385448019961
KO,0.012044382974684775,0.011319037593110062
KR,0.018215439425162655,0.01743300909653314
L,0.01889334416821525,0.017904007801472433
LDOS,0.018371250673267833,0.018181099133434415
LEN,0.015361443296866562,0.015223928559479578
LENB,0.03393036258162995,0.03421035791331108
LH,0.022328370313390918,0.022630975759584063
LHX,0.017059420983066044,0.016847087999602512
LIN,0.0175363362782293,0.016076820767942698
LKQ,0.0184865193202292,0.017877936532832626
LLY,0.01938104020422822,0.019537401429567426
LMT,0.01483602015966073,0.014887248590805877
LNC,0.018889770995567802,0.01885503814881881
LNT,0.017264995802751048,0.015297919257811567
LOW,0.015536972175783828,0.015185714288632824
LRCX,0.016922947343672487,0.016809021277165673
LUMN,0.015446738491075678,0.01561536267232275
LUV,0.013739808665072031,0.014046998277000924
LVS,0.01656509435385062,0.017171652422641775
LW,0.01967094903673707,0.019331697458479926
LYB,0.01772595032281987,0.017189607136967752
LYV,0.019929942739934224,0.02015549717460098
MA,0.013641188517942056,0.013924565840745098
MAA,0.021807770876736368,0.01946108217589789
MAAPRI,inf,inf
MAR,0.016075277727405985,0.016184984749472445
MAS,0.019948086034837356,0.01893544837891532
MCD,0.01346147225969248,0.012995419878012424
MCHP,0.01954633905025793,0.019572341341622515
MCK,0.01809101968496983,0.01695925064822678
MCO,0.0191320793644532,0.019156352502490596
MDLZ,0.014671115781535498,0.014798859752545367
MDT,0.016774834995425245,0.016810235854554167
MET,0.014792000301989058,0.014408686931538697
METPRA,0.042558061535749134,0.04338383138569501
METPRE,0.032981954122326816,0.032018518891860574
METPRF,0.036019900891707736,0.03547169761870895
MGM,0.01725259532712062,0.016431010808200034
MHK,0.017126452242986312,0.017022465228196212
MKC,0.018421829301969294,0.018005903852487445
MKCV,0.12274601671407982,0.12510280869518048
MKTX,0.025710616056902183,0.02388964955196826
MLM,0.02363560813290346,0.022366367655609672
MMC,0.015005422131528787,0.014766269425116645
MMM,0.015229629193706316,0.015065721137419052
MNST,0.01829856620363429,0.01793567315479036
MO,0.014793355509258355,0.014964074414940014
MOS,0.01708137498894115,0.016761831351646633
MPC,0.011454829029564333,0.011687553644687371
MPWR,0.020133406402794218,0.019695812705221406
MRK,0.0170398075878775,0.01702432470017282
MRKWI,,
MRNA,0.020817488810742697,0.021457599013437766
MRO,0.012589350754359177,0.012021373830325886
MS,0.01451296941356104,0.014377366865615948
MSCI,0.01928732512328836,0.01884476562953039
MSFT,0.011572474600769933,0.011482545809358273
MSI,0.020098806607223546,0.020450987624399564
MSPRA,0.03689017990348947,0.035541404196207035
MSPRE,0.04015664402001871,0.037543746097894654
MSPRF,0.03357111931412296,0.0332244352766336
MSPRI,0.03749563495390739,0.0355626452090925
MSPRK,0.05077614640866665,0.04836382324851954
MSPRL,0.05314506003756591,0.056201768817367104
MSPRO,,
MTB,0.016820909813196123,0.0169624624837978
MTCH,0.02197294172662845,0.0206419493208451
MTD,0.02243761908938037,0.020985461564741216
MU,0.016584168091232032,0.015521831031873165
NCLH,0.01344236491980985,0.013211829324968777
NDAQ,0.018166049219475348,0.01800377304534134
NDSN,0.022172067012581814,0.021186394142358917
NEE,0.01536741581149802,0.015145928395832252
NEEPRK,0.04440358974780122,0.04586579015144253
NEEPRN,0.03362634298843366,0.03382491337809146
NEEPRO,0.12466808872779506,0.12327342179797794
NEEPRP,0.1170373868448978,0.11563556520661639
NEEPRQ,0.098854800265651,0.10010988196281716
NEM,0.014421584246483406,0.013872010261068315
NFLX,0.018805835038408606,0.018792412415087487
NI,0.017285905400231855,0.016926949694452274
NIPRB,0.06032461541553538,0.06065247173369835
NKE,0.015217384299553376,0.014346318828625488
NLOK,0.02018417390388898,0.01951957650839414
NLSN,0.023164565699687327,0.0229921239772582
NOC,0.020053214635204597,0.019629681653825868
NOW,0.02105357177444698,0.019956596572956484
NRG,0.018897098960043865,0.0178019285879982
NSC,0.016810670772929436,0.01643021165536361
NTAP,0.02076720903131135,0.020117439839498798
NTRS,0.017560603694978517,0.017125455184253194
NTRSO,0.05103106707802464,0.051891982441455334
NUE,0.014832322981907963,0.014649954091291885
NVDA,0.014054713127202358,0.015038011914235346
NVR,0.03197989482738874,0.03160275589125054
NWL,0.017677526355308754,0.01787379124120276
NWS,0.022491427393289423,0.02192990975360809
NWSA,0.019039897672585234,0.018700393772975065
NXPI,0.02100473870811411,0.02066191953296583
O,0.01683841190951603,0.016195691471673636
ODFL,0.018370469748678495,0.017870910994897248
OGN,,
OGNWI,,
OKE,0.01624154984872107,0.015220757770074877
OMC,0.015224580967122016,0.014905616942857313
ORCL,0.015422954046016315,0.015018311195374749
ORLY,0.01719548716687427,0.016557029363531973
OTIS,0.017931178681570892,0.017340832869638466
OXY,0.01440424202443434,0.014248247825084062
OXYWS,0.035006592328838015,0.03434390873538828
PAYC,0.01979181453178062,0.019185912923044147
PAYX,0.01630609416655872,0.01572401691353127
PBCT,0.020482878461540007,0.020165447662895235
PBCTP,0.033067872346810245,0.032856942643271665
PCAR,0.018039569875242335,0.017688837656790427
PEAK,0.016386540732189255,0.015212652841021815
PEG,0.0167817334490655,0.016302564679455955
PENN,0.01556007588679438,0.015905616910358543
PEP,0.013501706345278745,0.013298321336842535
PFE,0.01651905239136921,0.01705052569598758
PFG,0.019153102066323043,0.01884460829611146
PG,0.013431766236086402,0.01221673520548044
PGR,0.015507397416698853,0.015321021174947998
PH,0.01828295953395335,0.01753837566426881
PHM,0.017357109987277373,0.016398681163207404
PKG,0.020398705558475623,0.020651236147877672
PKI,0.021962054754372944,0.021327712768551325
PLD,0.017156318508362613,0.01664951757998023
PM,0.014864459216055724,0.014726910532790318
PNC,0.0169170112993237,0.015971519629755678
PNCPRP,0.035528711711369475,0.032918434350590504
PNR,0.019644908394864293,0.01949741007658441
PNW,0.022152329713211186,0.021746312082884398
POOL,0.02087010725977965,0.02077771438676958
PPG,0.018424966237961575,0.018727685486847945
PPL,0.014110018466101411,0.013901945229297495
PRU,0.015018759838360327,0.014277881037947075
PSA,0.019149206249636813,0.0181558853365729
PSAPRB,,
PSAPRC,,
PSAPRD,,
PSAPRE,0.04825726792416771,0.04700001790661445
PSAPRF,0.04028465340593278,0.04033697805726705
PSAPRG,0.05627300567097062,0.05694973528968439
PSAPRH,0.04704201719527493,0.04405854455407916
PSAPRI,0.06050078661339756,0.05675588277358784
PSAPRJ,0.06976285812308883,0.07071739963754813
PSAPRK,0.0871202228623231,0.09421224823992479
PSAPRL,0.0583741385641145,0.05481403121809495
PSAPRM,0.0820140949869808,0.07820437178465645
PSAPRN,0.054180429430497494,0.055358090771526654
PSAPRO,0.05376486043274795,0.05340350541333539
PSAPRP,,
PSAPRQ,,
PSAPRR,,
PSX,0.015700557068130217,0.015923563461554727
PTC,0.022481462294202285,0.02288863094689987
PVH,0.017700118089207243,0.017759928065649692
PWR,0.016968646484185446,0.01762333649362016
PXD,0.01885441664991197,0.018376207408926884
PYPL,0.017228211274232894,0.017776679409223624
QCOM,0.016736043837344564,0.01683601545083667
QRVO,0.018485927297631873,0.01924042619776337
RCL,0.018184146309993474,0.018005819742740875
RE,0.024073795798182064,0.022799248124760897
REG,0.01943287638587982,0.018196060728347552
REGN,0.018694059462539367,0.018398327347344857
RF,0.013024012951293596,0.013321308701537152
RFPRA,,
RFPRB,0.036146949568366636,0.03470896359082488
RFPRC,0.03724738539286117,0.03754387171528093
RFPRE,0.027592608177904574,0.02762534722525868
RHI,0.020711912726668436,0.01982126031524768
RJF,0.02090510500543183,0.0210932064222862
RL,0.019611778125492484,0.01864636939861098
RMD,0.020017849384923913,0.019400821179796666
ROK,0.021295496034311835,0.020608824428299
ROL,0.01973853344397733,0.019644903039759326
ROP,0.021337890648208215,0.02060761408621267
ROST,0.018191018483019163,0.018565403983840312
RSG,0.020732154477139556,0.02009808529753871
RTX,0.014385759737249815,0.013354406280886775
SBAC,0.01893026185490684,0.018913127893290912
SBNY,0.022892804886074865,0.020792595321390647
SBNYP,0.04459721236889752,0.048480797953353943
SBUX,0.013397412128671495,0.013604878279601565
SCHW,0.017050141439306755,0.01661608009749916
SCHWPRC,,
SCHWPRD,0.03293826276897636,0.03326463769287742
SCHWPRJ,0.04301009302777177,0.04315932503824454
SEDG,0.026169211546970505,0.02502986410175837
SEE,0.01987978460576105,0.018636162157334813
SHW,0.017151394393652774,0.017682919220196484
SIVB,0.020522109037736727,0.020409464351094878
SIVBP,0.0475910939118964,0.04804552863066565
SJM,0.018363021085057402,0.017805851958691547
SLB,0.013476085433218245,0.012424496681145454
SNA,0.022335756771398464,0.022229884267250585
SNPS,0.020698684131970308,0.02003286960346303
SO,0.014486662466273186,0.014014598570020862
SPG,0.01696094277207282,0.017723640518121343
SPGI,0.01610163965093075,0.015943247487470055
SPGPRJ,0.2904094882884109,0.29015035432343
SPY,0.010646652210012755,0.010533484990179696
SRE,0.019512385198345788,0.019257456608613208
SREPRA,,
SREPRB,,
STE,0.022508276184121056,0.02077233177935975
STT,0.019571404102615635,0.018796379038205337
STTPRD,0.0391724058116435,0.03721577815261525
STTPRG,0.04514842578816979,0.04322857730890396
STX,0.020234588067558304,0.020403965048156458
STZ,0.01693043202068273,0.016761097383416003
STZB,0.32276138142254956,0.32227553759315536
SWK,0.019695894840371563,0.020177073537330323
SWKS,0.018107028909846484,0.018209993774908804
SYF,0.014926241549695624,0.01381340769874469
SYFPRA,0.045086453677458026,0.04346370233228116
SYK,0.01705617163679745,0.01670520550250822
SYY,0.016969017752033314,0.017136504640427656
T,0.0120393997909671,0.011997159437897437
TAP,0.0203544461367937,0.019734142117095618
TAPA,inf,inf
TDG,0.022112718785748105,0.021957450669566825
TDY,0.02396194514292006,0.023967683819159306
TECH,0.02860184143853299,0.027628168382066894
TEL,0.018518416266633256,0.018139788924700036
TER,0.01825462015542705,0.01850612496095232
TFC,0.015459227908384762,0.014586284595329648
TFCPRF,,
TFCPRG,,
TFCPRH,,
TFCPRI,0.06724035595165438,0.06882252240779552
TFCPRO,0.03505621115862506,0.034303507390229866
TFCPRR,0.03787149999400687,0.03708717238991782
TFX,0.02455949143828048,0.024745450309622684
TGT,0.01553228462209754,0.015529370975051615
TJX,0.014649617225007518,0.014797758202988556
TMO,0.01723820786195005,0.01694829454659601
TMUS,0.014688372299071186,0.014783382807672756
TPR,0.01515577542205848,0.014894544461971148
TPRA,0.035111564153655024,0.034205168467711766
TPRC,0.040651915312454684,0.0389620120332322
TRMB,0.017751040545146642,0.017394067177678784
TROW,0.01816406002468697,0.01705283308365087
TRV,0.016272392128594625,0.016900042247780522
TSCO,0.02029165219474747,0.019198868848562204
TSLA,0.015327300097997645,0.01582767887801589
TSN,0.017419558460840718,0.016968499923604826
TT,0.015956287265462107,0.015048827281454662
TTWO,0.02029497600320768,0.019326037542450145
TWTR,0.017890596840040022,0.017950787340298483
TXN,0.013998804014076464,0.013627780559230631
TXT,0.017345234103474175,0.016897171823828085
TYL,0.024738023317839097,0.023456813165643343
UA,0.02376562272104039,0.02307512634578107
UAA,0.017978725917274906,0.017789956510741153
UAL,0.01485890184744384,0.015088008311609337
UDR,0.019421918346165558,0.01880942280399366
UHS,0.01944898056705939,0.018900432185836525
ULTA,0.018883796716830957,0.018827067289225948
UNH,0.015305615569675237,0.01490191710803862
UNP,0.014226431572018037,0.014007712500372861
UPS,0.01712241986122981,0.015907341011515114
URI,0.021907821850387022,0.021278380485894244
USB,0.013792426087409423,0.01309939674413471
USBPRA,0.25605492361311505,0.2554543894782298
USBPRH,0.030307146580047076,0.02946619165886219
USBPRM,0.03251831983418834,0.0330590792085536
USBPRO,,
USBPRP,0.04785746576787106,0.04739907515713965
USBPRQ,0.035057082836890414,0.035036455366935344
USBPRR,0.037302956545010216,0.036227720026731795
V,0.013175108940604757,0.013429962445924619
VFC,0.01716488250540344,0.01729164746918712
VLO,0.0142136514495874,0.014350686949872626
VMC,0.021326853005520178,0.01993126268580746
VNO,0.02025975169862226,0.020378308735017933
VNOPRK,0.08873014831581968,0.08823365877343475
VNOPRL,0.07196509142680152,0.07146563376565235
VNOPRM,0.0636582330291972,0.0647318162828444
VNOPRN,0.06166279670800922,0.06409419049847295
VNOPRO,,
VRSK,0.020653858853205163,0.020548510596923374
VRSN,0.01888564789671656,0.01732605422279998
VRTX,0.01937037658851839,0.019070391848251416
VTR,0.02041084207246881,0.019562385886075697
VTRS,0.015909452888067464,0.016088858475567985
VZ,0.011217869587695977,0.01126876477202233
WAB,0.02209598755642284,0.02080853903068782
WAT,0.019981582474599607,0.019050489727636802
WBA,0.014487554960108014,0.014976433138991763
WDC,0.02240231399623949,0.02106165592832637
