symbol,"ARMA(1, 1)","Robust ARMA(1, 1)"
ABC,0.017936635593851873,0.017554618575129133
AGM,0.02381931479659445,0.024986655289235507
AGMA,inf,inf
AGMPRC,inf,inf
AGMPRD,0.10645328865711326,0.10944547104430558
AGMPRE,0.1405386931279633,0.1434633112193585
AGMPRF,0.07059501517875875,0.07153370906312066
AGMPRG,,
AIRC,0.020469736733412392,0.020733998782153488
ALLE,0.019718927444706554,0.019477898666679393
AMAL,0.03933943241074309,0.039453225604775766
AMSC,0.024762638775938078,0.02422896426351257
ANET,0.021829594334148616,0.022413351254515695
ANH,,
ANHPRA,,
ANHPRB,,
ANHPRC,,
APA,0.013157666434712218,0.013155590348684708
APH,0.015771667332620056,0.015720899350641547
APPF,0.023742212636629463,0.022577915837088253
ARA,,
AXGN,0.030945413307396075,0.031900264302023605
BHB,0.04045878175880511,0.03937781981041589
BIG,0.021592038975201046,0.021912144265163545
BLDR,0.014041029953893372,0.013994980680605423
BSGM,0.036524918108422094,0.03772678341795114
BSY,0.023781013712963345,0.024739577224559463
BUSE,0.020581139052376473,0.0202642683237662
BWFG,0.06255273167755872,0.06310118381506921
CARA,0.020036836193133206,0.020871247881477005
CBMG,,
CHCO,0.020050652766879132,0.01983590139645955
CHMA,,
CHRA,0.05636544892388434,0.05906778110873166
CPRX,0.02023317756223917,0.020110854471033116
CR,0.020473474813781242,0.020821283266232303
CRC,0.025010009959249433,0.024825101455048352
CRWD,0.0230037950821963,0.02214067841481252
CSGP,0.016728595974517972,0.01750120290317042
CSLT,0.03129653776748263,0.030809838178601733
CSX,0.012229366586590969,0.01212052390856208
DHT,0.01715669722473322,0.017150919366903494
DOC,0.013365532604297809,0.013153841235856958
DUK,0.013313669307750077,0.012949779430038645
DUKPRA,0.03206114748047963,0.0308209836501098
EBS,0.020379142205031727,0.020731831453989186
ELS,0.020547927426247777,0.020419219547129427
EMN,0.017956181999953573,0.018482555842806572
ENSG,0.022125851255679774,0.022302017356567155
EOG,0.015204914182378682,0.015238237805226585
ESE,0.025224536187912344,0.02574105479618127
ETM,,
EVBG,0.026630939308685722,0.025669895805891435
EVRG,0.020418641536381087,0.020513140070251762
EVRI,0.02405344613741039,0.02331216915775554
EXTN,0.03161245696702833,0.030278885191647956
EZPW,0.027669362062283397,0.02770785628137883
FANG,0.017868990161164323,0.01712972684687826
FBM,,
FDBC,0.05942403248261299,0.059781109769348986
FISI,0.027495501944080986,0.028026056630154252
FLO,0.018951675430922858,0.018962659781787683
FLXS,0.03245594481804243,0.0313608460542264
