symbol,"ARMA(1, 1)","Robust ARMA(1, 1)"
FRBA,0.039584057031338986,0.039002422036359154
G,0.01945224416859537,0.01934814356257652
GCBC,0.09065216083835076,0.08874238791925282
GCO,0.022228987515415008,0.02228613461804539
GEF,0.022778859903596287,0.023152456757440206
GEFB,0.03858260252096584,0.03876321089591752
GME,0.026581505072971866,0.026570740702203256
GPK,0.024882056310594657,0.024158481946414734
GPRO,0.019308267476171613,0.019136968050941283
HCA,0.015451486608527437,0.014689105437226313
HEES,0.0234395554895737,0.023233143178427677
HMTV,0.04788597684936325,0.04347989820576826
HSII,0.022604535578013573,0.02335226666529569
HSKA,0.030353990270065332,0.02983832860824524
INCY,0.020450942007725344,0.020920175644547578
ISRG,0.01761224234345038,0.01801494674783846
JOE,0.02387078661018558,0.023282032829477297
JOUT,0.03331753708388142,0.03304271557751599
KRA,0.03376255121863915,0.03427124744961794
KRUS,0.03579543854345206,0.03747811607086792
LBC,0.04181384726849299,0.040659099232545216
LEA,0.018881111822627448,0.018923646562730257
LEN,0.01553866759227971,0.015458821162758422
LENB,0.0345587257414945,0.035255783515765825
LLNW,0.020698078029812758,0.02038248974132003
LNT,0.016048934759855412,0.014517948907730005
LUMN,0.014415947568256936,0.01477540555140886
MC,0.016572353939274462,0.016198352262964268
MCD,0.012988499869441028,0.012854771956888297
MCHP,0.019158390299788206,0.019031966931298938
MCRB,0.02208370452475008,0.022862541811767615
MIK,,
MOV,0.027368254471705482,0.02679739004248677
MRO,0.012289047796407793,0.011879724601868574
MUSA,0.022671735920607717,0.02298757838556818
NATH,0.058478919464510525,0.05625623056024632
NBHC,0.022485975751456572,0.021312084756588915
NFLX,0.018858022475606476,0.018638324551052556
NP,0.026190321616730076,0.025111090915902357
NX,0.02367725120551434,0.021850531994126073
NXRT,0.02043827107738844,0.01996265999336953
OLN,0.01689930723422528,0.01690327113380313
OPEN,0.019896899931852147,0.019485507609481825
OPENW,,
OPTN,0.03728196180769325,0.035620094025791714
OSW,0.03382177881765866,0.03237528640746478
PCG,0.01945641067009176,0.019356960634679957
PCGPRA,0.16692666893581284,0.170996430370495
PCGPRB,0.7164683499862338,0.685030900973468
PCGPRC,,
PCGPRD,0.21495174411255732,0.21684974330745582
PCGPRE,0.6130926325234956,0.6102024690138488
PCGPRG,,
PCGPRH,1.4958045542294398,1.4807875842550926
PCGPRI,,
PCTY,0.023311970289664464,0.02241825542839375
PEBK,0.11622231783406312,0.12351770491105668
PEG,0.015601645617954515,0.015338296960808904
PEP,0.012745138021380623,0.01277436597370219
PII,0.016825182214879948,0.016894089084211614
PRK,0.031279730705723964,0.029460253878354287
PTCT,0.0239175274862846,0.023695920208824276
PWOD,0.054845639617652805,0.05459344338804686
PXD,0.01875189409952805,0.018062847635329875
QADA,0.044535988078145905,0.04399367171457308
RDUS,0.026361780085443487,0.027686638894877286
RGEN,0.020276767844786266,0.020515721018307568
RNR,0.017213619157414387,0.016493714669528235
RNRPRE,0.07986074276738148,0.08047110388640251
RNRPRF,0.04536086214221895,0.045363643391006056
RNRPRG,,
SBCF,0.022099483273366596,0.022249334829450927
SFL,0.016551012780611846,0.01619962028448224
SGEN,0.019524481936579078,0.01945582343568624
SGMO,0.016578038534406713,0.016097998280050648
SGRY,0.02129569970168816,0.021875366451128867
SILK,0.024930781959583,0.02438524729362073
SNR,0.03866589472692108,0.03567949394255014
SONA,,
SR,0.021005210828560102,0.02133422918047149
SRPRA,0.05714196317461801,0.055281374138820664
STAR,0.020256128739624315,0.019110556215919873
STARPRD,0.08608082351628762,0.08408202308117084
STARPRG,0.16581855216729205,0.16847621988118364
STARPRI,0.07006065751351202,0.07031527746710868
STC,0.022679258196100546,0.021828451279296352
STNG,0.02228665792441035,0.0206335650183717
STOK,0.03308040885474238,0.0331253693471078
STXB,0.03957140496207533,0.04028115540382907
TFX,0.024479598296353544,0.02505545119667929
TH,0.038167721017423335,0.038636023331035725
TMDX,0.025708178556127628,0.02563539860789939
TOL,0.01876014392190667,0.018187309037887494
TRMB,0.01676866858840947,0.016450561563801796
TTI,0.023975635944393336,0.02318753262457108
UMBF,0.020761314618685335,0.019617934403763145
UUUU,0.019999929721914885,0.020357466449485415
UUUUWS,0.10120272576897212,0.09192786044389306
VC,0.020671220161958714,0.020405318059610857
VGR,0.02399103312001623,0.025043199297885198
VICI,0.018370613424136945,0.01869320388956368
VYGR,0.03275512755735804,0.03319165465676196
WWD,0.024482024340358077,0.02427886884838819
XBIT,0.027212085378785132,0.027500300936405892
YCBD,0.040684121611466464,0.042696558078423257
YCBDPRA,0.08154445386651152,0.08340497105554845
YRCW,,
