,2021-09-02,2021-09-03,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-11-01,2021-11-02,2021-11-03,2021-11-04
09:46:00,6.473684210526316,0.7169069462647444,0.3488372093023256,inf,5.2,0.4889975550122249,0.48257372654155495,199.0,0.4471299093655589,inf,1.404040404040404,inf,inf,0.9182692307692307,inf,2.75,0.8179800221975583,0.9082185039370079,8.868421052631579,0.9304363702756984,0.48712206047032475,0.6039603960396039,0.7815622161671208,inf,0.9777465448582806,3.4048780487804877,0.7602439024390244,0.6889264581572274,inf,inf,inf,234.0,5.293577981651376,5.7227722772277225,1.7455621301775148,64.5,1.9191176470588236,0.7163934426229508,1.2424242424242424,0.34976525821596244,0.7222782258064516,inf,6.2105263157894735,0.38304552590266877,0.34881320949432404
09:47:00,0.6863839285714286,0.7350746268656716,0.6782608695652174,3.488888888888889,0.24390243902439024,inf,0.9489795918367347,0.9223300970873787,0.4986149584487535,inf,0.7188995215311005,116.0,163.5,2.900990099009901,34.05882352941177,0.7370923913043478,inf,0.941869477600372,125.66666666666667,0.9442115912704148,65.71428571428571,4.0,0.7982708933717579,0.2985884907709012,0.9732195757791208,455.5,0.6989409984871406,0.719714070729872,inf,6.871287128712871,0.25035161744022505,240.33333333333334,233.66666666666666,5.96,inf,inf,inf,2.480392156862745,0.09233791748526522,0.18290258449304175,573.0,inf,0.6542553191489362,0.8641608968018464,21.733333333333334
09:48:00,1.323076923076923,1.25,0.32,0.6062846580406654,0.3644067796610169,0.7768595041322314,inf,195.0,6.782608695652174,inf,0.532,0.5056497175141242,inf,34.81818181818182,0.49624060150375937,15.869565217391305,0.6666666666666666,0.8882113821138211,0.8741935483870967,0.232421875,15.482758620689655,5.512820512820513,0.19285714285714287,1.0817610062893082,inf,3.67,0.47699386503067487,0.2975206611570248,inf,inf,3.2930232558139534,758.0,0.9774426796860516,6.188118811881188,495.0,0.8571428571428571,3.2,0.7105882352941176,inf,60.0,0.8540260908681961,inf,6.728971962616822,0.5581395348837209,0.7381273155944763
09:49:00,79.5,inf,210.0,inf,0.5833333333333334,0.3202416918429003,inf,1.0303030303030303,186.0,0.3860182370820669,0.8436482084690554,1.3461538461538463,1.1806451612903226,25.733333333333334,0.12754158964879853,1.0204081632653061,0.09935897435897435,0.763189448441247,2.0,0.9281057587830496,35.84615384615385,507.0,0.8276220145379024,0.39037927844588344,0.2922922922922923,inf,inf,0.18333333333333332,inf,0.9410060182777323,1.2225,inf,inf,inf,inf,inf,0.20233463035019456,0.964292799047808,463.0,0.16991643454038996,1.5524193548387097,0.21270452358036573,inf,0.5483870967741935,inf
09:50:00,1.2869565217391303,0.8217821782178217,inf,inf,0.5562700964630225,0.7799752781211372,0.6082474226804123,inf,0.32272727272727275,7.368421052631579,0.5934065934065934,1.87,0.8009188361408882,0.2647058823529412,0.5351681957186545,0.8979801437863745,1.62,0.6344993968636912,1.97,0.8545541249403911,0.8644510828976848,1.6689655172413793,0.48137931034482756,0.5660377358490566,0.6392156862745098,0.6965174129353234,inf,0.9623395750052598,inf,0.6360818350898946,5.128440366972477,0.8135652173913044,29.27777777777778,0.5333333333333333,186.0,0.5164319248826291,1.2867132867132867,inf,27.076923076923077,0.9864467033272233,0.22869955156950672,0.705989110707804,165.5,0.3497164461247637,249.0
09:51:00,inf,192.0,18.22222222222222,89.0,inf,0.3935483870967742,0.17525773195876287,inf,25.666666666666668,0.7029702970297029,0.27636363636363637,0.8244147157190636,0.08823529411764706,0.595,1.44,2.17,0.6127167630057804,0.5431034482758621,1.2246376811594204,0.5929778933680104,2.2920353982300883,2.675925925925926,0.04,3.154471544715447,inf,346.0,inf,4.076190476190476,inf,4.27027027027027,30.09090909090909,15.424242424242424,4.75,1.0661157024793388,inf,0.7684294871794872,1.93,86.66666666666667,2.343137254901961,0.8354378818737271,0.8257153474544779,0.17222963951935916,54.0,0.0058823529411764705,2.736156351791531
09:52:00,inf,0.43843843843843844,inf,inf,inf,0.09,0.0472972972972973,inf,0.22167487684729065,84.0,0.10795454545454546,0.1811320754716981,136.0,0.14285714285714285,0.5222929936305732,0.6754201680672269,0.3482587064676617,0.6976744186046512,0.8990856755841518,2.04,0.15584415584415584,inf,0.23809523809523808,24.736842105263158,0.017361111111111112,inf,16.585365853658537,0.8002300613496932,inf,0.444980694980695,inf,0.9215415323199755,62.44444444444444,3.247787610619469,335.0,inf,20.846153846153847,inf,316.0,0.7027649769585254,146.33333333333334,inf,0.8164556962025317,0.9708063237420137,2.7363013698630136
09:53:00,0.40512820512820513,inf,144.0,inf,inf,0.7907573812580231,0.4521072796934866,0.9342701722574795,0.6303797468354431,0.4868421052631579,0.8468776732249786,0.5942857142857143,0.06896551724137931,0.46596858638743455,0.21529745042492918,1.4954954954954955,25.77777777777778,0.4860335195530726,0.7609090909090909,0.11221122112211221,311.0,0.332,2.21,0.23104693140794225,0.3926829268292683,inf,9.262295081967213,inf,282.5,0.9474922468185221,3.4765625,0.6530775379696243,3.5688073394495414,0.9292452830188679,0.4418604651162791,inf,inf,218.0,271.0,inf,0.5242857142857142,3.4,0.7699115044247787,0.9800601491369011,263.3333333333333
09:54:00,0.8406896551724138,0.65,inf,inf,inf,0.9011976047904192,0.46,0.7668231611893583,0.796398891966759,0.2318840579710145,1.7313432835820894,0.1388888888888889,0.8692267773741568,0.03333333333333333,4.17,13.478260869565217,0.44,0.6031553398058253,38.375,inf,inf,0.034229828850855744,0.9019607843137255,0.2633093525179856,0.9544827586206897,5.3545454545454545,inf,inf,25.28,0.4128878281622912,1.3275261324041812,0.8958171959721146,1.1778656126482214,inf,inf,55.2,1.801980198019802,inf,inf,inf,0.6692439862542955,4.107843137254902,0.5244299674267101,0.9166189931350115,897.0
09:55:00,inf,0.43548387096774194,18.625,inf,6.105263157894737,0.3418181818181818,0.5,inf,0.44545454545454544,0.3333333333333333,0.19421487603305784,2.15,inf,0.8790862544308783,4.188679245283019,2.774193548387097,8.151515151515152,48.42857142857143,inf,0.665,0.2732342007434944,0.007177033492822967,0.1506276150627615,0.81,0.391,187.25,inf,4.79,1.995744680851064,11.775510204081632,0.12836767036450078,92.83333333333333,11.354166666666666,0.9360902255639098,0.4847161572052402,inf,inf,inf,inf,inf,0.782608695652174,inf,0.3041018387553041,0.7477968946705833,0.5157949249093734
