date,time,sym_root,sym_suffix,price
2021-09-01,07:01:00,EVBG,,156.97
2021-09-01,09:02:00,EVBG,,156.9245
2021-09-01,09:30:00,EVBG,,156.91571428571427
2021-09-01,09:31:00,EVBG,,157.3188888888889
2021-09-01,09:32:00,EVBG,,157.58333333333334
2021-09-01,09:33:00,EVBG,,157.65
2021-09-01,09:34:00,EVBG,,157.58327777777777
2021-09-01,09:35:00,EVBG,,157.95201967213114
2021-09-01,09:36:00,EVBG,,158.2853
2021-09-01,09:37:00,EVBG,,158.1975
2021-09-01,09:38:00,EVBG,,158.35903846153846
2021-09-01,09:39:00,EVBG,,158.3421176470588
2021-09-01,09:40:00,EVBG,,158.1145625
2021-09-01,09:41:00,EVBG,,158.19222222222223
2021-09-01,09:42:00,EVBG,,158.92574324324323
2021-09-01,09:43:00,EVBG,,158.99454545454546
2021-09-01,09:44:00,EVBG,,159.34833333333333
2021-09-01,09:45:00,EVBG,,159.406875
2021-09-01,09:46:00,EVBG,,159.3473
2021-09-01,09:47:00,EVBG,,159.38501666666667
2021-09-01,09:48:00,EVBG,,159.4311111111111
2021-09-01,09:49:00,EVBG,,159.27833333333334
2021-09-01,09:50:00,EVBG,,159.73
2021-09-01,09:51:00,EVBG,,159.4185632183908
2021-09-01,09:52:00,EVBG,,159.3401
2021-09-01,09:53:00,EVBG,,159.6386956521739
2021-09-01,09:54:00,EVBG,,159.52761904761903
2021-09-01,09:55:00,EVBG,,159.54142857142858
2021-09-01,09:56:00,EVBG,,159.32895666666667
2021-09-01,09:57:00,EVBG,,159.18433333333334
2021-09-01,09:58:00,EVBG,,159.13
2021-09-01,09:59:00,EVBG,,159.29285714285714
2021-09-01,10:00:00,EVBG,,159.44625
2021-09-01,10:01:00,EVBG,,159.26388333333333
2021-09-01,10:02:00,EVBG,,159.30900779220778
2021-09-01,10:03:00,EVBG,,159.30209302325582
2021-09-01,10:04:00,EVBG,,159.00186046511627
2021-09-01,10:05:00,EVBG,,158.86570192307693
2021-09-01,10:06:00,EVBG,,159.18125
2021-09-01,10:07:00,EVBG,,159.1625
2021-09-01,10:08:00,EVBG,,159.5203111111111
2021-09-01,10:10:00,EVBG,,159.56142857142856
2021-09-01,10:11:00,EVBG,,159.71982142857144
2021-09-01,10:12:00,EVBG,,159.58395
2021-09-01,10:13:00,EVBG,,159.85991379310346
2021-09-01,10:14:00,EVBG,,159.4675359375
2021-09-01,10:15:00,EVBG,,159.62
2021-09-01,10:16:00,EVBG,,159.505
2021-09-01,10:17:00,EVBG,,159.515
2021-09-01,10:19:00,EVBG,,159.3984
2021-09-01,10:20:00,EVBG,,159.5609090909091
2021-09-01,10:21:00,EVBG,,159.4046153846154
2021-09-01,10:23:00,EVBG,,159.429
2021-09-01,10:24:00,EVBG,,159.4638
2021-09-01,10:25:00,EVBG,,159.60676470588234
2021-09-01,10:26:00,EVBG,,159.5876
2021-09-01,10:27:00,EVBG,,159.718125
2021-09-01,10:28:00,EVBG,,159.7286333333333
2021-09-01,10:29:00,EVBG,,159.783
2021-09-01,10:30:00,EVBG,,159.85
2021-09-01,10:31:00,EVBG,,159.7487
2021-09-01,10:32:00,EVBG,,159.58384590163934
2021-09-01,10:33:00,EVBG,,159.592305
2021-09-01,10:34:00,EVBG,,159.4959090909091
2021-09-01,10:35:00,EVBG,,159.49317209302325
2021-09-01,10:36:00,EVBG,,159.56032307692308
2021-09-01,10:37:00,EVBG,,159.56445
2021-09-01,10:38:00,EVBG,,159.59858695652173
2021-09-01,10:39:00,EVBG,,159.435
2021-09-01,10:40:00,EVBG,,159.36535714285714
2021-09-01,10:41:00,EVBG,,159.2825
2021-09-01,10:42:00,EVBG,,159.37755555555557
2021-09-01,10:43:00,EVBG,,159.556
2021-09-01,10:44:00,EVBG,,159.3625
2021-09-01,10:45:00,EVBG,,159.24866666666668
2021-09-01,10:46:00,EVBG,,159.20906
2021-09-01,10:47:00,EVBG,,158.91583333333332
2021-09-01,10:48:00,EVBG,,158.725
2021-09-01,10:49:00,EVBG,,158.69436666666667
2021-09-01,10:50:00,EVBG,,158.938004
2021-09-01,10:51:00,EVBG,,159.12
2021-09-01,10:52:00,EVBG,,159.27
2021-09-01,10:53:00,EVBG,,159.1416
2021-09-01,10:54:00,EVBG,,158.935
2021-09-01,10:55:00,EVBG,,158.781
2021-09-01,10:56:00,EVBG,,158.8187
2021-09-01,10:57:00,EVBG,,158.75285714285715
2021-09-01,10:58:00,EVBG,,158.94333333333333
2021-09-01,10:59:00,EVBG,,158.9625
2021-09-01,11:00:00,EVBG,,158.99615714285713
2021-09-01,11:01:00,EVBG,,158.94425185185185
2021-09-01,11:03:00,EVBG,,158.95
2021-09-01,11:04:00,EVBG,,158.84
2021-09-01,11:05:00,EVBG,,158.87135
2021-09-01,11:06:00,EVBG,,159.06
2021-09-01,11:07:00,EVBG,,159.31333333333333
2021-09-01,11:08:00,EVBG,,159.165
2021-09-01,11:09:00,EVBG,,159.09625
2021-09-01,11:10:00,EVBG,,159.01340909090908
2021-09-01,11:11:00,EVBG,,159.22210526315789
2021-09-01,11:12:00,EVBG,,159.09029411764706
2021-09-01,11:13:00,EVBG,,158.84363636363636
2021-09-01,11:14:00,EVBG,,158.6122
2021-09-01,11:15:00,EVBG,,158.536
2021-09-01,11:16:00,EVBG,,158.59333333333333
2021-09-01,11:17:00,EVBG,,158.84642857142856
2021-09-01,11:18:00,EVBG,,159.03583333333333
2021-09-01,11:19:00,EVBG,,159.145
2021-09-01,11:20:00,EVBG,,159.08333333333334
2021-09-01,11:21:00,EVBG,,159.025
2021-09-01,11:22:00,EVBG,,158.97537142857144
2021-09-01,11:23:00,EVBG,,158.80058823529413
2021-09-01,11:24:00,EVBG,,158.695
2021-09-01,11:25:00,EVBG,,158.86784893617022
2021-09-01,11:26:00,EVBG,,159.155
2021-09-01,11:27:00,EVBG,,159.09285714285716
2021-09-01,11:28:00,EVBG,,159.12
2021-09-01,11:29:00,EVBG,,159.005
2021-09-01,11:30:00,EVBG,,159.054
2021-09-01,11:31:00,EVBG,,158.9625
2021-09-01,11:33:00,EVBG,,158.99291666666667
2021-09-01,11:34:00,EVBG,,158.98
2021-09-01,11:35:00,EVBG,,159.05
2021-09-01,11:36:00,EVBG,,159.0727777777778
2021-09-01,11:37:00,EVBG,,159.11166666666668
2021-09-01,11:38:00,EVBG,,159.178125
2021-09-01,11:39:00,EVBG,,159.23
2021-09-01,11:40:00,EVBG,,159.3925
2021-09-01,11:41:00,EVBG,,159.48
2021-09-01,11:42:00,EVBG,,159.5025
2021-09-01,11:43:00,EVBG,,159.34585
2021-09-01,11:44:00,EVBG,,159.4139714285714
2021-09-01,11:45:00,EVBG,,159.465
2021-09-01,11:46:00,EVBG,,159.51416666666665
2021-09-01,11:48:00,EVBG,,159.49646666666666
2021-09-01,11:49:00,EVBG,,159.5
2021-09-01,11:50:00,EVBG,,159.42744693877552
2021-09-01,11:51:00,EVBG,,159.44027777777777
2021-09-01,11:53:00,EVBG,,159.445
2021-09-01,11:54:00,EVBG,,159.47625
2021-09-01,11:55:00,EVBG,,159.4325
2021-09-01,11:56:00,EVBG,,159.42593333333335
2021-09-01,11:57:00,EVBG,,159.408
2021-09-01,11:58:00,EVBG,,159.476
2021-09-01,11:59:00,EVBG,,159.45
2021-09-01,12:00:00,EVBG,,159.55243902439025
2021-09-01,12:01:00,EVBG,,159.49
2021-09-01,12:02:00,EVBG,,159.56
2021-09-01,12:03:00,EVBG,,159.605
2021-09-01,12:04:00,EVBG,,159.522
2021-09-01,12:05:00,EVBG,,159.53948
2021-09-01,12:06:00,EVBG,,159.49333333333334
2021-09-01,12:07:00,EVBG,,159.38989361702127
2021-09-01,12:08:00,EVBG,,159.47596774193548
2021-09-01,12:09:00,EVBG,,159.5373
2021-09-01,12:10:00,EVBG,,159.545
2021-09-01,12:11:00,EVBG,,159.46928571428572
2021-09-01,12:12:00,EVBG,,159.4167
2021-09-01,12:13:00,EVBG,,159.4
2021-09-01,12:14:00,EVBG,,159.37285714285716
2021-09-01,12:15:00,EVBG,,159.34856140350877
2021-09-01,12:16:00,EVBG,,159.35
2021-09-01,12:17:00,EVBG,,159.46818181818182
2021-09-01,12:18:00,EVBG,,159.54260869565218
2021-09-01,12:19:00,EVBG,,159.565
2021-09-01,12:20:00,EVBG,,159.65074074074073
2021-09-01,12:21:00,EVBG,,159.626
2021-09-01,12:22:00,EVBG,,159.51333333333332
2021-09-01,12:23:00,EVBG,,159.56
2021-09-01,12:24:00,EVBG,,159.51833333333337
2021-09-01,12:25:00,EVBG,,159.5375
2021-09-01,12:26:00,EVBG,,159.51
2021-09-01,12:27:00,EVBG,,159.48
2021-09-01,12:28:00,EVBG,,159.54982142857142
2021-09-01,12:29:00,EVBG,,159.57971052631578
2021-09-01,12:30:00,EVBG,,159.52772727272728
2021-09-01,12:31:00,EVBG,,159.43286666666663
2021-09-01,12:32:00,EVBG,,159.41
2021-09-01,12:33:00,EVBG,,159.35005
2021-09-01,12:34:00,EVBG,,159.455
2021-09-01,12:35:00,EVBG,,159.41142857142856
2021-09-01,12:36:00,EVBG,,159.54075
2021-09-01,12:37:00,EVBG,,159.69010714285713
2021-09-01,12:38:00,EVBG,,159.645
2021-09-01,12:39:00,EVBG,,159.6
2021-09-01,12:40:00,EVBG,,159.6138
2021-09-01,12:41:00,EVBG,,159.93761033210333
2021-09-01,12:42:00,EVBG,,160.0554642857143
2021-09-01,12:43:00,EVBG,,159.88952542372883
2021-09-01,12:44:00,EVBG,,159.644875
2021-09-01,12:45:00,EVBG,,159.751
2021-09-01,12:46:00,EVBG,,159.88833333333332
2021-09-01,12:47:00,EVBG,,160.0575
2021-09-01,12:48:00,EVBG,,160.07896
2021-09-01,12:49:00,EVBG,,160.0893181818182
2021-09-01,12:50:00,EVBG,,160.10323529411764
2021-09-01,12:51:00,EVBG,,160.09753333333333
2021-09-01,12:52:00,EVBG,,160.07298125
2021-09-01,12:53:00,EVBG,,160.095
2021-09-01,12:54:00,EVBG,,160.24220588235295
2021-09-01,12:55:00,EVBG,,160.371075
2021-09-01,12:56:00,EVBG,,160.43285714285713
2021-09-01,12:57:00,EVBG,,160.420625
2021-09-01,12:58:00,EVBG,,160.45473333333334
2021-09-01,12:59:00,EVBG,,160.47758620689655
2021-09-01,13:00:00,EVBG,,160.3891125
2021-09-01,13:01:00,EVBG,,160.4099857142857
2021-09-01,13:02:00,EVBG,,160.424
2021-09-01,13:03:00,EVBG,,160.45486111111111
2021-09-01,13:04:00,EVBG,,160.46698
2021-09-01,13:05:00,EVBG,,160.42204545454547
2021-09-01,13:06:00,EVBG,,160.32105238095238
2021-09-01,13:07:00,EVBG,,160.18413125
2021-09-01,13:08:00,EVBG,,160.17765
2021-09-01,13:09:00,EVBG,,160.26618
2021-09-01,13:10:00,EVBG,,160.06188666666668
2021-09-01,13:11:00,EVBG,,160.1107894736842
2021-09-01,13:12:00,EVBG,,160.19142857142856
2021-09-01,13:13:00,EVBG,,160.1779
2021-09-01,13:14:00,EVBG,,160.155
2021-09-01,13:15:00,EVBG,,160.145
2021-09-01,13:16:00,EVBG,,160.12123333333332
2021-09-01,13:17:00,EVBG,,160.13285714285715
2021-09-01,13:18:00,EVBG,,160.17731538461538
2021-09-01,13:19:00,EVBG,,160.279175
2021-09-01,13:20:00,EVBG,,160.367
2021-09-01,13:21:00,EVBG,,160.35156666666666
2021-09-01,13:22:00,EVBG,,160.43858571428572
2021-09-01,13:23:00,EVBG,,160.4565888888889
2021-09-01,13:24:00,EVBG,,160.41154375
2021-09-01,13:25:00,EVBG,,160.37263157894736
2021-09-01,13:26:00,EVBG,,160.47455454545454
