date,time,sym_root,sym_suffix,price
2021-09-01,09:30:00,STXB,,23.704285714285717
2021-09-01,09:31:00,STXB,,23.654166666666665
2021-09-01,09:33:00,STXB,,23.640625
2021-09-01,09:35:00,STXB,,23.72
2021-09-01,09:36:00,STXB,,23.65
2021-09-01,09:37:00,STXB,,23.65
2021-09-01,09:38:00,STXB,,23.65
2021-09-01,09:39:00,STXB,,23.535
2021-09-01,09:45:00,STXB,,23.3801
2021-09-01,09:46:00,STXB,,23.3825
2021-09-01,09:47:00,STXB,,23.38
2021-09-01,09:49:00,STXB,,23.31
2021-09-01,09:59:00,STXB,,23.4054
2021-09-01,10:07:00,STXB,,23.454
2021-09-01,10:08:00,STXB,,23.435
2021-09-01,10:12:00,STXB,,23.25
2021-09-01,10:15:00,STXB,,23.47
2021-09-01,10:21:00,STXB,,23.18
2021-09-01,10:29:00,STXB,,23.4381
2021-09-01,10:32:00,STXB,,23.455
2021-09-01,10:33:00,STXB,,23.411666666666665
2021-09-01,10:36:00,STXB,,23.33
2021-09-01,10:40:00,STXB,,23.411666666666665
2021-09-01,10:42:00,STXB,,23.415
2021-09-01,10:43:00,STXB,,23.415
2021-09-01,10:44:00,STXB,,23.34
2021-09-01,10:45:00,STXB,,23.44818181818182
2021-09-01,10:46:00,STXB,,23.48953125
2021-09-01,10:47:00,STXB,,23.4390375
2021-09-01,10:49:00,STXB,,23.49275
2021-09-01,10:50:00,STXB,,23.444166666666668
2021-09-01,10:51:00,STXB,,23.4075
2021-09-01,10:52:00,STXB,,23.48
2021-09-01,10:53:00,STXB,,23.5
2021-09-01,10:55:00,STXB,,23.5
2021-09-01,10:56:00,STXB,,23.5
2021-09-01,10:57:00,STXB,,23.5
2021-09-01,10:59:00,STXB,,23.5
2021-09-01,11:00:00,STXB,,23.5
2021-09-01,11:01:00,STXB,,23.49
2021-09-01,11:02:00,STXB,,23.49
2021-09-01,11:04:00,STXB,,23.4675
2021-09-01,11:06:00,STXB,,23.48
2021-09-01,11:07:00,STXB,,23.49
2021-09-01,11:08:00,STXB,,23.5
2021-09-01,11:09:00,STXB,,23.485
2021-09-01,11:10:00,STXB,,23.475
