DATE,total_vol_m,baseline,overnight_model,robustARMA_model,combined_model,combinedVIX_model,overnightVIX_model,robustVIX_model,baseline_error,overnight_error,robustARMA_error,combined_error,combinedVIX_error,overnightVIX_error,robustVIX_error
2021-03-17,14172.0,8422.0,12727.0,12021.0,12021.0,11820.0,12515.0,12515.0,0.4057296076771098,0.1019616144510302,0.15177815410668924,0.15177815410668924,0.165961049957663,0.11692068868190798,0.11692068868190798
2021-03-18,34914.0,10210.0,12757.0,12175.0,12175.0,11941.0,12512.0,12512.0,0.7075671650340838,0.6346164862232915,0.6512860170705161,0.6512860170705161,0.6579881995761013,0.6416337285902504,0.6416337285902504
2021-03-19,54966.0,16460.0,14487.0,14675.0,14675.0,14540.0,14354.0,14354.0,0.7005421533311502,0.736437070188844,0.733016774005749,0.733016774005749,0.7354728377542481,0.7388567478077357,0.7388567478077357
2021-03-22,19479.0,16828.0,17170.0,18542.0,18542.0,18326.0,16970.0,16970.0,0.13609528209867036,0.11853791262385133,0.04810308537399251,0.04810308537399251,0.05919195030545716,0.12880538015298526,0.12880538015298526
2021-03-23,31601.0,19333.0,17170.0,18171.0,18171.0,17879.0,16894.0,16894.0,0.3882155627986456,0.45666276383658744,0.4249865510585108,0.4249865510585108,0.4342267649757919,0.4653966646625107,0.4653966646625107
2021-03-24,21061.0,20369.0,18423.0,19749.0,19749.0,19565.0,18252.0,18252.0,0.03285693936660178,0.12525521105360618,0.06229523764303689,0.06229523764303689,0.0710317648734628,0.133374483642752,0.133374483642752
2021-03-25,13115.0,20087.0,18492.0,19419.0,19419.0,19314.0,18391.0,18391.0,0.5316050324056424,0.4099885627144491,0.4806709874189859,0.4806709874189859,0.4726648875333587,0.40228745711017916,0.40228745711017916
2021-03-26,10029.0,12682.0,17405.0,17398.0,17398.0,17091.0,17098.0,17098.0,0.2645328547213082,0.7354671452786918,0.7347691694087147,0.7347691694087147,0.704157941968292,0.7048559178382691,0.7048559178382691
2021-03-29,14233.0,16657.0,15883.0,15145.0,15145.0,14867.0,15592.0,15592.0,0.17030843813672453,0.11592777348415653,0.06407644207124288,0.06407644207124288,0.04454436872057894,0.09548232979695075,0.09548232979695075
2021-03-30,29730.0,17020.0,15484.0,14688.0,14688.0,14580.0,15370.0,15370.0,0.42751429532458796,0.4791792801883619,0.5059535822401614,0.5059535822401614,0.5095862764883956,0.48301379078372014,0.48301379078372014
2021-03-31,38006.0,19016.0,16705.0,16550.0,16550.0,16362.0,16515.0,16515.0,0.499657948744935,0.5604641372414881,0.5645424406672631,0.5645424406672631,0.5694890280482029,0.565463347892438,0.565463347892438
2021-04-01,10836.0,19250.0,18427.0,19000.0,19000.0,18790.0,18224.0,18224.0,0.7764857881136951,0.7005352528608343,0.7534145441122185,0.7534145441122185,0.7340346991509782,0.6818014027316353,0.6818014027316353
2021-04-05,29447.0,17573.0,17009.0,16715.0,16715.0,16527.0,16817.0,16817.0,0.4032329269535097,0.42238598159405033,0.4323700207151832,0.4323700207151832,0.43875437226203007,0.4289061704078514,0.4289061704078514
2021-04-06,17587.0,19136.0,18062.0,18195.0,18195.0,18022.0,17890.0,17890.0,0.08807642008301586,0.02700858588730312,0.034570989935747996,0.034570989935747996,0.024734178654688122,0.017228634787058623,0.017228634787058623
2021-04-07,19029.0,18402.0,17790.0,17692.0,17692.0,17537.0,17634.0,17634.0,0.03294970833990225,0.06511114614535708,0.07026118030374691,0.07026118030374691,0.07840664249303694,0.07330915970361028,0.07330915970361028
2021-04-08,7002.0,18474.0,17745.0,17561.0,17561.0,17349.0,17531.0,17531.0,1.638389031705227,1.5342759211653814,1.507997714938589,1.507997714938589,1.477720651242502,1.5037132247929164,1.5037132247929164
2021-04-09,16763.0,16573.0,15531.0,14457.0,14457.0,14261.0,15321.0,15321.0,0.011334486667064369,0.07349519775696474,0.1375648750223707,0.1375648750223707,0.14925729284734235,0.08602278828372009,0.08602278828372009
2021-04-12,16061.0,17232.0,15455.0,14491.0,14491.0,14214.0,15160.0,15160.0,0.07290953240769565,0.03773114999066061,0.09775231928273458,0.09775231928273458,0.11499906606064379,0.056098623996015194,0.056098623996015194
2021-04-13,17742.0,17905.0,15437.0,14588.0,14588.0,14392.0,15230.0,15230.0,0.009187239319129748,0.12991770939014768,0.17777026265359036,0.17777026265359036,0.18881749520910834,0.1415849396911284,0.1415849396911284
2021-04-14,17922.0,18608.0,15563.0,14872.0,14872.0,14664.0,15345.0,15345.0,0.038276978015846445,0.13162593460551278,0.17018189934159134,0.17018189934159134,0.1817877469032474,0.14378975560763307,0.14378975560763307
2021-04-15,13601.0,18986.0,15694.0,15080.0,15080.0,14894.0,15500.0,15500.0,0.39592677009043453,0.15388574369531652,0.10874200426439233,0.10874200426439233,0.09506653922505698,0.1396220866112786,0.1396220866112786
2021-04-16,27880.0,18283.0,15214.0,14513.0,14513.0,14270.0,14959.0,14959.0,0.3442252510760402,0.4543041606886657,0.4794476327116212,0.4794476327116212,0.4881635581061693,0.46345050215208033,0.46345050215208033
2021-04-19,22646.0,19178.0,16425.0,16216.0,16216.0,16142.0,16351.0,16351.0,0.15313962730725073,0.2747063499072684,0.28393535282169036,0.28393535282169036,0.2872030380641173,0.2779740351496953,0.2779740351496953
2021-04-20,20149.0,18499.0,16961.0,16940.0,16940.0,16934.0,16955.0,16955.0,0.08188992009529009,0.1582212516750211,0.1592634870216884,0.1592634870216884,0.15956126854930766,0.15851903320264032,0.15851903320264032
2021-04-21,15751.0,18510.0,17181.0,17132.0,17132.0,17205.0,17255.0,17255.0,0.17516348168370263,0.09078788648339788,0.08767697289061012,0.08767697289061012,0.09231159926353882,0.09548600088883245,0.09548600088883245
2021-04-22,23967.0,17533.0,16833.0,16575.0,16575.0,16583.0,16841.0,16841.0,0.2684524554595903,0.2976592815120791,0.30842408311428215,0.30842408311428215,0.30809029081653944,0.2973254892143364,0.2973254892143364
2021-04-23,17894.0,20129.0,17419.0,17435.0,17435.0,17465.0,17449.0,17449.0,0.12490220185537051,0.02654521068514586,0.025651056219962,0.025651056219962,0.02397451659774226,0.02486867106292612,0.02486867106292612
2021-04-26,25768.0,18139.0,17300.0,17166.0,17166.0,17145.0,17279.0,17279.0,0.29606488668115494,0.3286246507295871,0.3338248990996585,0.3338248990996585,0.33463986339646073,0.3294396150263893,0.3294396150263893
2021-04-27,22168.0,19733.0,17985.0,18165.0,18165.0,18062.0,17882.0,17882.0,0.10984301696138578,0.18869541681703356,0.1805756044749188,0.1805756044749188,0.18522194153735114,0.1933417538794659,0.1933417538794659
2021-04-28,22161.0,19822.0,18297.0,18498.0,18498.0,18396.0,18197.0,18197.0,0.10554577862009837,0.17436036279951267,0.1652903749830784,0.1652903749830784,0.16989305536753757,0.17887279454898244,0.17887279454898244
2021-04-29,34129.0,19420.0,18575.0,18711.0,18711.0,18600.0,18464.0,18464.0,0.43098244894371357,0.4557414515514665,0.45175657065838437,0.45175657065838437,0.4550089366814146,0.45899381757449675,0.45899381757449675
2021-04-30,27827.0,20330.0,19971.0,20553.0,20553.0,20584.0,20000.0,20000.0,0.269414597333525,0.2823157365148956,0.26140079778632264,0.26140079778632264,0.26028677184029897,0.2812735832105509,0.2812735832105509
2021-05-03,19252.0,15930.0,20631.0,21436.0,21436.0,21362.0,20559.0,20559.0,0.1725535009349678,0.0716289216704758,0.11344275919385,0.11344275919385,0.10959900270101808,0.06788905048826097,0.06788905048826097
2021-05-04,30319.0,19605.0,20193.0,20481.0,20481.0,20365.0,20079.0,20079.0,0.3533757709686995,0.3339819914904845,0.32448299746033843,0.32448299746033843,0.32830898116692503,0.3377420099607507,0.3377420099607507
2021-05-05,40755.0,21051.0,21122.0,21678.0,21678.0,21640.0,21086.0,21086.0,0.4834744203165256,0.48173230278493434,0.4680898049319102,0.4680898049319102,0.46902220586431115,0.48261562998405105,0.48261562998405105
2021-05-06,22246.0,23017.0,22894.0,24090.0,24090.0,24050.0,22856.0,22856.0,0.034657916029848065,0.029128832149599927,0.08289130630225658,0.08289130630225658,0.0810932302436393,0.027420659893913513,0.027420659893913513
2021-05-07,33002.0,22535.0,22564.0,23178.0,23178.0,23173.0,22560.0,22560.0,0.3171625962062905,0.3162838615841464,0.29767892854978484,0.29767892854978484,0.29783043451912006,0.3164050663596146,0.3164050663596146
2021-05-10,29078.0,40090.0,23680.0,24504.0,24504.0,24707.0,23876.0,23876.0,0.3787055505880735,0.18563862714079374,0.15730105234197675,0.15730105234197675,0.15031982942430705,0.17889813604787125,0.17889813604787125
2021-05-11,22545.0,24376.0,24109.0,24853.0,24853.0,25154.0,24401.0,24401.0,0.08121534708361056,0.06937236637835441,0.10237303171434908,0.10237303171434908,0.11572410734087381,0.08232424040807275,0.08232424040807275
2021-05-12,24365.0,23660.0,23692.0,24001.0,24001.0,24399.0,24084.0,24084.0,0.028934947670839317,0.027621588343935972,0.014939462343525549,0.014939462343525549,0.001395444284834804,0.011532936589369998,0.011532936589369998
2021-05-13,14127.0,24082.0,23581.0,23676.0,23676.0,24358.0,24259.0,24259.0,0.7046789835067601,0.6692149784101367,0.6759396899554045,0.6759396899554045,0.7242160402066964,0.717208182912154,0.717208182912154
2021-05-14,16738.0,10576.0,21921.0,21343.0,21343.0,21808.0,22398.0,22398.0,0.36814434221531844,0.3096546779782531,0.27512247580356075,0.27512247580356075,0.3029035727088063,0.3381527064165372,0.3381527064165372
2021-05-17,13822.0,22069.0,21004.0,20090.0,20090.0,20482.0,21415.0,21415.0,0.5966575025321951,0.5196064245405875,0.4534799594848792,0.4534799594848792,0.4818405440601939,0.5493416292866444,0.5493416292866444
2021-05-18,14293.0,30048.0,19649.0,18367.0,18367.0,18741.0,20050.0,20050.0,1.1022878332050654,0.37472888826698386,0.28503463233750786,0.28503463233750786,0.3112012873434548,0.40278457986426924,0.40278457986426924
2021-05-19,23620.0,29696.0,18636.0,17205.0,17205.0,17589.0,19053.0,19053.0,0.25723962743437767,0.21100762066045725,0.27159187129551227,0.27159187129551227,0.25533446232006773,0.19335309060118544,0.19335309060118544
2021-05-20,29019.0,29529.0,19120.0,18111.0,18111.0,18549.0,19583.0,19583.0,0.01757469244288225,0.3411213342982184,0.3758916571901168,0.3758916571901168,0.36079809779799443,0.3251662703745822,0.3251662703745822
2021-05-21,18218.0,23641.0,20012.0,19490.0,19490.0,19815.0,20347.0,20347.0,0.29767263146338785,0.09847403666703261,0.06982105609836425,0.06982105609836425,0.08766055549456582,0.11686244373696345,0.11686244373696345
2021-05-24,16595.0,22492.0,19391.0,18712.0,18712.0,18840.0,19524.0,19524.0,0.35534799638445314,0.16848448327809581,0.1275685447423923,0.1275685447423923,0.13528171135884304,0.17649894546550166,0.17649894546550166
2021-05-25,24244.0,21581.0,18852.0,18068.0,18068.0,18166.0,18954.0,18954.0,0.10984161029533081,0.22240554363966342,0.25474344167629104,0.25474344167629104,0.25070120442171256,0.2181983171093879,0.2181983171093879
2021-05-26,23822.0,22559.0,19354.0,18839.0,18839.0,18969.0,19488.0,19488.0,0.05301821845353035,0.18755771975484847,0.20917639157081688,0.20917639157081688,0.2037192511124171,0.18193266728234406,0.18193266728234406
2021-05-27,16912.0,22884.0,19745.0,19407.0,19407.0,19489.0,19829.0,19829.0,0.3531220435193945,0.16751419110690635,0.14752838221381268,0.14752838221381268,0.15237701040681173,0.1724810785241249,0.1724810785241249
