DATE,total_vol_m,baseline,overnight_model,robustARMA_model,combined_model,combinedVIX_model,overnightVIX_model,robustVIX_model,baseline_error,overnight_error,robustARMA_error,combined_error,combinedVIX_error,overnightVIX_error,robustVIX_error
2021-01-04,576844.0,346029.0,393849.0,386099.0,386099.0,386402.0,394159.0,394159.0,0.4001341783913848,0.31723481565206535,0.3306699905000312,0.3306699905000312,0.33014471850274946,0.3166974086581467,0.3166974086581467
2021-01-05,404834.0,426436.0,521085.0,527011.0,527011.0,535842.0,529817.0,529817.0,0.053360142675763396,0.2871572051754546,0.3017953037541313,0.3017953037541313,0.32360918302316505,0.30872653976691683,0.30872653976691683
2021-01-06,609137.0,411319.0,470861.0,461524.0,461524.0,466379.0,475813.0,475813.0,0.32475124643553094,0.2270031208086194,0.24233136388037502,0.24233136388037502,0.23436107148309823,0.21887358673007878,0.21887358673007878
2021-01-07,395482.0,474033.0,562624.0,566414.0,566414.0,571852.0,568027.0,568027.0,0.19862092332900105,0.42262858992318236,0.43221183264977925,0.43221183264977925,0.4459621423983898,0.43629040006877684,0.43629040006877684
2021-01-08,461238.0,432431.0,476481.0,462764.0,462764.0,462489.0,476197.0,476197.0,0.06245582540900793,0.03304801425728149,0.0033084871584734997,0.0033084871584734997,0.0027122656849609098,0.032432280080999396,0.032432280080999396
2021-01-11,435563.0,439510.0,489760.0,481125.0,481125.0,479378.0,487981.0,487981.0,0.009061834912515526,0.12442976102194171,0.10460484476413286,0.10460484476413286,0.10059394393003997,0.12034539205579904,0.12034539205579904
2021-01-12,599565.0,432889.0,479413.0,469659.0,469659.0,472582.0,482397.0,482397.0,0.2779948796210586,0.20039862233452588,0.21666708363563583,0.21666708363563583,0.2117918824481082,0.19542168071852092,0.19542168071852092
2021-01-13,772130.0,489252.0,560068.0,561730.0,561730.0,563704.0,562037.0,562037.0,0.3663605869477938,0.27464546125652417,0.27249297398106537,0.27249297398106537,0.26993640967194643,0.2720953725408934,0.2720953725408934
2021-01-14,468840.0,565220.0,666596.0,678901.0,678901.0,678518.0,666220.0,666220.0,0.2055711969968433,0.4217984813582459,0.44804410886443136,0.44804410886443136,0.44722719904445013,0.42099650200494837,0.42099650200494837
2021-01-15,747023.0,495817.0,545205.0,532370.0,532370.0,533850.0,546720.0,546720.0,0.33627612536695656,0.2701630338021721,0.2873445663654265,0.2873445663654265,0.28536336899934805,0.2681349837956796,0.2681349837956796
2021-01-19,621302.0,587612.0,649443.0,656181.0,656181.0,660556.0,653773.0,653773.0,0.054224837518630234,0.04529359313184249,0.05613856063556853,0.05613856063556853,0.06318022475382343,0.05226282870488104,0.05226282870488104
2021-01-20,527199.0,570724.0,623337.0,620999.0,620999.0,622606.0,624950.0,624950.0,0.08255895781289418,0.18235618808078163,0.17792143004823605,0.17792143004823605,0.18096961488925434,0.18541575382350878,0.18541575382350878
2021-01-21,580877.0,517426.0,566973.0,557677.0,557677.0,555715.0,564978.0,564978.0,0.10923310786965226,0.023936220576817466,0.03993960855740544,0.03993960855740544,0.04331725993626878,0.027370682605784014,0.027370682605784014
2021-01-22,1744852.0,529648.0,745400.0,574419.0,739599.0,776728.0,782821.0,576341.0,0.696451045704736,0.5728004438198769,0.6707921359519318,0.5761250810957033,0.5548459124326877,0.5513539257197745,0.669690609862613
2021-01-25,1052343.0,815614.0,1026751.0,761829.0,761829.0,758678.0,1022504.0,1022504.0,0.2249542211997419,0.024319067072237854,0.27606398294092327,0.27606398294092327,0.2790582538202848,0.02835482347485563,0.02835482347485563
2021-01-26,975526.0,786936.0,927860.0,851106.0,851106.0,852669.0,929564.0,929564.0,0.19332134663760883,0.04886184478937517,0.12754144943343387,0.12754144943343387,0.12593923688348646,0.047115094830891234,0.047115094830891234
2021-01-27,753816.0,803807.0,868877.0,857827.0,857827.0,858865.0,869928.0,869928.0,0.06631724452651576,0.1526380442972821,0.13797929468199135,0.13797929468199135,0.13935628853725576,0.1540322837403292,0.1540322837403292
2021-01-28,522507.0,716113.0,746957.0,739929.0,739929.0,780433.0,787846.0,787846.0,0.3705328349668043,0.4295636230710785,0.41611308556631776,0.41611308556631776,0.49363166426478494,0.5078190340033722,0.5078190340033722
2021-01-29,575010.0,604002.0,592064.0,576873.0,576873.0,592966.0,608581.0,608581.0,0.0504199926957792,0.029658614632788995,0.003239943653153858,0.003239943653153858,0.031227283003773847,0.05838333246378324,0.05838333246378324
2021-02-01,615110.0,628934.0,582968.0,575594.0,575594.0,598135.0,605797.0,605797.0,0.022474029035457074,0.05225406837801369,0.06424216806750012,0.06424216806750012,0.02759669002292273,0.015140381395197607,0.015140381395197607
2021-02-02,522069.0,634533.0,600230.0,597560.0,597560.0,614884.0,617631.0,617631.0,0.21541980083092466,0.14971392670317524,0.14459966019817305,0.14459966019817305,0.17778301335647204,0.18304476994420277,0.18304476994420277
2021-02-03,500855.0,587528.0,556614.0,548429.0,548429.0,554779.0,563059.0,563059.0,0.17305008435575167,0.11132762975312216,0.09498557466731888,0.09498557466731888,0.1076638947399946,0.12419562548042846,0.12419562548042846
2021-02-04,738049.0,568629.0,533443.0,524711.0,524711.0,525729.0,534478.0,534478.0,0.22955115446264407,0.27722549586816053,0.2890566886480437,0.2890566886480437,0.287677376434356,0.27582314995345836,0.27582314995345836
2021-02-05,399723.0,647103.0,642832.0,649780.0,649780.0,648155.0,641225.0,641225.0,0.6188785734120879,0.6081936741193277,0.6255757111799921,0.6255757111799921,0.6215103959491948,0.6041733900726253,0.6041733900726253
2021-02-08,401766.0,542517.0,496148.0,480126.0,480126.0,477107.0,493028.0,493028.0,0.3503307895640746,0.23491783774634986,0.19503890324218576,0.19503890324218576,0.18752457898378658,0.22715212337529805,0.22715212337529805
2021-02-09,471593.0,504628.0,461679.0,448371.0,448371.0,445795.0,459026.0,459026.0,0.07004980989963804,0.02102236462373275,0.04924161300104115,0.04924161300104115,0.05470395022826887,0.026647978235469993,0.026647978235469993
2021-02-10,510168.0,523273.0,491215.0,484722.0,484722.0,482623.0,489089.0,489089.0,0.02568761662824795,0.03715050728387512,0.049877687350049396,0.049877687350049396,0.053992018315535274,0.04131776199212808,0.04131776199212808
2021-02-11,420465.0,539865.0,520352.0,516377.0,516377.0,514814.0,518778.0,518778.0,0.283971317469944,0.2375631741048601,0.2281093551187376,0.2281093551187376,0.22439204214381697,0.23381969961827975,0.23381969961827975
2021-02-12,417500.0,497807.0,478586.0,467867.0,467867.0,465451.0,476114.0,476114.0,0.19235209580838322,0.1463137724550898,0.12063952095808383,0.12063952095808383,0.11485269461077845,0.14039281437125747,0.14039281437125747
2021-02-16,478428.0,487024.0,465559.0,455376.0,455376.0,450919.0,461002.0,461002.0,0.017967175834190306,0.026898509284573647,0.04818279866562994,0.04818279866562994,0.05749872499101223,0.036423453476803196,0.036423453476803196
2021-02-17,368118.0,503072.0,495349.0,489892.0,489892.0,487722.0,493155.0,493155.0,0.366605273309102,0.34562558744750327,0.33080153646385124,0.33080153646385124,0.32490668752954216,0.3396655420272847,0.3396655420272847
2021-02-18,506809.0,451435.0,440575.0,427627.0,427627.0,425806.0,438699.0,438699.0,0.10926009601250175,0.13068828690887493,0.15623637307151214,0.15623637307151214,0.1598294426499924,0.13438987863277882,0.13438987863277882
2021-02-19,666661.0,508633.0,502000.0,497794.0,497794.0,497443.0,501646.0,501646.0,0.23704401487412644,0.2469935994455953,0.2533026530725511,0.2533026530725511,0.25382915754783913,0.24752460395913364,0.24752460395913364
2021-02-22,553800.0,596770.0,599514.0,604984.0,604984.0,603680.0,598222.0,598222.0,0.07759118815456843,0.08254604550379198,0.09242325749368002,0.09242325749368002,0.09006861682918021,0.08021307331166486,0.08021307331166486
2021-02-23,588770.0,540865.0,573012.0,568700.0,568700.0,570486.0,574812.0,574812.0,0.08136453963347318,0.026764271277408835,0.03408801399527829,0.03408801399527829,0.031054571394602305,0.023707050291285222,0.023707050291285222
2021-02-24,410779.0,545618.0,583800.0,580734.0,580734.0,581838.0,584910.0,584910.0,0.3282519310870322,0.4212021549300232,0.4137382874976569,0.4137382874976569,0.41642586402907644,0.42390433785563525,0.42390433785563525
2021-02-25,423022.0,462588.0,488176.0,473979.0,473979.0,471851.0,485984.0,485984.0,0.09353177848906204,0.15402035827923843,0.12045945600938013,0.12045945600938013,0.11542898478093339,0.14883859468301885,0.14883859468301885
2021-02-26,552853.0,444881.0,471086.0,459500.0,459500.0,469999.0,481849.0,481849.0,0.19529965470025487,0.14790007470340216,0.1688568208909059,0.1688568208909059,0.1498662393077364,0.1284319701620503,0.1284319701620503
2021-03-01,514183.0,505928.0,534956.0,532569.0,532569.0,542442.0,544874.0,544874.0,0.01605459534834874,0.04040001322486352,0.035757697162294357,0.035757697162294357,0.054959032095576864,0.05968886563733146,0.05968886563733146
2021-03-02,314700.0,504156.0,533793.0,528374.0,528374.0,529630.0,535063.0,535063.0,0.6020209723546235,0.6961963775023832,0.6789768033047346,0.6789768033047346,0.6829679059421672,0.7002319669526533,0.7002319669526533
2021-03-03,490850.0,395185.0,415319.0,397655.0,397655.0,399660.0,417414.0,417414.0,0.19489660792502803,0.15387796679229906,0.18986452072934706,0.18986452072934706,0.185779769787104,0.1496098604461648,0.1496098604461648
2021-03-04,793246.0,457641.0,484526.0,480299.0,480299.0,487190.0,491477.0,491477.0,0.42307808674736463,0.38918570027456806,0.394514438144031,0.394514438144031,0.3858273473802578,0.3804229709320942,0.3804229709320942
2021-03-05,721929.0,601738.0,647576.0,659682.0,659682.0,674084.0,661715.0,661715.0,0.16648590096810073,0.10299212249404027,0.08622316044929626,0.08622316044929626,0.0662738302520054,0.08340709404941483,0.08340709404941483
2021-03-08,608748.0,613467.0,671065.0,676553.0,676553.0,681110.0,675585.0,675585.0,0.007751976187190758,0.10236912482669347,0.11138434951737007,0.11138434951737007,0.11887020573373547,0.10979420055589505,0.10979420055589505
2021-03-09,614931.0,583377.0,806185.0,617543.0,801586.0,824207.0,828936.0,627122.0,0.05131307414978266,0.31101700841232593,0.004247631035026694,0.3035381205371009,0.34032436159504076,0.3480146553027901,0.019824988494644116
2021-03-10,674023.0,582129.0,809989.0,607519.0,805717.0,844665.0,849144.0,613441.0,0.13633659385510583,0.20172308660090235,0.09866725616188171,0.19538502395318855,0.25316940223108114,0.2598145760604608,0.08988120583422228
2021-03-11,478308.0,612129.0,637024.0,637611.0,637611.0,637010.0,636424.0,636424.0,0.2797799744097945,0.3318280271289629,0.33305526982613715,0.33305526982613715,0.33179875728610014,0.3305736052919876,0.3305736052919876
2021-03-12,458384.0,521744.0,541278.0,531047.0,531047.0,529222.0,539417.0,539417.0,0.13822471988551083,0.1808396453628399,0.15851993088764005,0.15851993088764005,0.1545385528290691,0.1767797305316067,0.1767797305316067
2021-03-15,367327.0,492979.0,505838.0,496611.0,496611.0,491902.0,501042.0,501042.0,0.34207123353306457,0.3770781891883798,0.35195888132372516,0.35195888132372516,0.33913924105769516,0.3640217027335317,0.3640217027335317
2021-03-16,373235.0,433520.0,441882.0,428138.0,428138.0,423575.0,437172.0,437172.0,0.16152022184414644,0.1839243372138197,0.14710035232494273,0.14710035232494273,0.13487481077605262,0.17130494192666817,0.17130494192666817
2021-03-17,331391.0,417448.0,428932.0,417985.0,417985.0,413181.0,424001.0,424001.0,0.25968417971520047,0.29433810815622635,0.26130462203258387,0.26130462203258387,0.24680815109643894,0.27945840412081197,0.27945840412081197
2021-03-18,632896.0,393106.0,399695.0,387662.0,387662.0,382451.0,394321.0,394321.0,0.37887741429871574,0.3684665411062797,0.38747914349276974,0.38747914349276974,0.3957127237334412,0.3769576676104763,0.3769576676104763
2021-03-19,742442.0,525982.0,548034.0,503025.0,503025.0,500507.0,545290.0,545290.0,0.29155139391359863,0.26184941045899884,0.3224723278047309,0.3224723278047309,0.32586383852206635,0.26554532205882747,0.26554532205882747
2021-03-22,326304.0,608871.0,650847.0,659865.0,659865.0,654954.0,646003.0,646003.0,0.8659624154162989,0.994603192115328,1.0222399970579583,1.0222399970579583,1.0071896145925272,0.9797581396489163,0.9797581396489163
2021-03-23,302012.0,430046.0,446337.0,430637.0,430637.0,424456.0,439931.0,439931.0,0.42393679721335575,0.4778783624491742,0.42589367309908216,0.42589367309908216,0.40542759890335484,0.4566672847436526,0.4566672847436526
2021-03-24,443762.0,375097.0,385043.0,370945.0,370945.0,367511.0,381479.0,381479.0,0.15473384381718128,0.13232092878615115,0.16409021051825076,0.16409021051825076,0.17182859280425092,0.14035226089660674,0.14035226089660674
2021-03-25,445787.0,439031.0,451282.0,446540.0,446540.0,443871.0,448584.0,448584.0,0.015155219869578969,0.01232651468077804,0.0016891475076662172,0.0016891475076662172,0.004298016765854545,0.006274296917586202,0.006274296917586202
2021-03-26,492051.0,452990.0,472889.0,467924.0,467924.0,462714.0,467624.0,467624.0,0.07938404758856298,0.03894311768495542,0.04903353514168247,0.04903353514168247,0.059621868464854254,0.0496432280393699,0.0496432280393699
2021-03-29,412991.0,468866.0,504887.0,501432.0,501432.0,493805.0,497207.0,497207.0,0.13529350518534303,0.22251332353489545,0.21414752379591806,0.21414752379591806,0.19567980900310175,0.20391727664767514,0.20391727664767514
2021-03-30,425178.0,445049.0,469464.0,461002.0,461002.0,457021.0,465410.0,465410.0,0.04673572009840585,0.10415872881475523,0.08425647611118167,0.08425647611118167,0.07489333878987153,0.09462389869654592,0.09462389869654592
2021-03-31,532908.0,450936.0,466916.0,459878.0,459878.0,454021.0,460970.0,460970.0,0.1538201715868405,0.12383375742154368,0.13704053983051484,0.13704053983051484,0.14803117986594308,0.13499140564600268,0.13499140564600268
2021-04-01,432676.0,490784.0,523872.0,522181.0,522181.0,515143.0,516812.0,516812.0,0.13429910602852943,0.2107720326526084,0.20686379646664016,0.20686379646664016,0.19059758341114366,0.19445497323632463,0.19445497323632463
2021-04-05,547024.0,451694.0,485307.0,476232.0,476232.0,466385.0,475272.0,475272.0,0.17427023311591447,0.11282320336950481,0.12941296908362337,0.12941296908362337,0.14741400742929012,0.13116791950627396,0.13116791950627396
2021-04-06,369631.0,491870.0,536749.0,534304.0,534304.0,524394.0,526794.0,526794.0,0.3307054873644256,0.4521211694906542,0.44550646455519155,0.44550646455519155,0.4186959427104328,0.4251889046102735,0.4251889046102735
2021-04-07,316312.0,415866.0,450372.0,436667.0,436667.0,428886.0,442347.0,442347.0,0.3147335542122967,0.42382204911606264,0.3804945749766054,0.3804945749766054,0.35589544500366727,0.3984515288702294,0.3984515288702294
2021-04-08,292301.0,363225.0,395347.0,380380.0,380380.0,372280.0,386928.0,386928.0,0.24264029202773854,0.35253386064365155,0.30132979360316936,0.30132979360316936,0.27361863284764676,0.32373135911269546,0.32373135911269546
2021-04-09,341912.0,329593.0,365804.0,351805.0,351805.0,343977.0,357664.0,357664.0,0.03602973864620136,0.0698776293315239,0.02893434567959007,0.02893434567959007,0.006039565736212827,0.04607033388708206,0.04607033388708206
2021-04-12,317486.0,351160.0,388447.0,378736.0,378736.0,370089.0,379579.0,379579.0,0.10606451938038212,0.22350906811638938,0.19292189261888712,0.19292189261888712,0.16568604599887868,0.19557712781036013,0.19557712781036013
2021-04-13,390098.0,343843.0,378948.0,367999.0,367999.0,359735.0,370439.0,370439.0,0.11857276889397023,0.02858256130510795,0.056649867469200046,0.056649867469200046,0.07783428779434912,0.050395028941445486,0.050395028941445486
2021-04-14,321549.0,380483.0,418262.0,411582.0,411582.0,401988.0,408512.0,408512.0,0.18328155273379795,0.30077219957144946,0.279997760838939,0.279997760838939,0.2501609397012586,0.2704502268705547,0.2704502268705547
2021-04-15,397433.0,357045.0,389709.0,378334.0,378334.0,370000.0,381126.0,381126.0,0.101622160213168,0.019434722330556344,0.04805589873010042,0.04805589873010042,0.06902547095988507,0.04103081525691123,0.04103081525691123
2021-04-16,497230.0,391275.0,422640.0,415917.0,415917.0,405934.0,412496.0,412496.0,0.21309052148904933,0.15001106127948838,0.1635319670977214,0.1635319670977214,0.1836091949399674,0.17041208293948473,0.17041208293948473
2021-04-19,499179.0,436402.0,483975.0,483849.0,483849.0,470125.0,470248.0,470248.0,0.12576049873892933,0.030458012055795618,0.030710426520346407,0.030710426520346407,0.058203570262370816,0.05795716566602361,0.05795716566602361
2021-04-20,559759.0,445964.0,507971.0,506087.0,506087.0,493559.0,495397.0,495397.0,0.20329284567108344,0.09251838737742493,0.09588412155945683,0.09588412155945683,0.11826518198010215,0.11498162602119841,0.11498162602119841
2021-04-21,2033834.0,492487.0,759190.0,546804.0,759592.0,867348.0,866888.0,535614.0,0.7578529024492657,0.6267197814570904,0.7311461997390151,0.6265221252078587,0.5735404167695102,0.573766590587039,0.7366481236915107
2021-04-22,1081095.0,938033.0,1071643.0,729829.0,729829.0,712585.0,1046324.0,1046324.0,0.13233064624292962,0.008742987434036786,0.3249168666953413,0.3249168666953413,0.34086736133272283,0.03216276090445336,0.03216276090445336
2021-04-23,810469.0,825908.0,956256.0,851943.0,851943.0,835278.0,937551.0,937551.0,0.019049463952353515,0.17987979799350745,0.05117283943000905,0.05117283943000905,0.030610671105248937,0.1568005685596858,0.1568005685596858
2021-04-26,545254.0,697570.0,798818.0,768084.0,768084.0,749149.0,779125.0,779125.0,0.2793487072080168,0.4650383124195329,0.408671921709882,0.408671921709882,0.3739449871069263,0.4289212000278769,0.4289212000278769
2021-04-27,501653.0,548752.0,623698.0,602800.0,602800.0,588204.0,608597.0,608597.0,0.09388760756937564,0.24328569748411752,0.2016274197503055,0.2016274197503055,0.1725316104957012,0.21318321628695533,0.21318321628695533
2021-04-28,557498.0,509338.0,552679.0,538337.0,538337.0,525017.0,539004.0,539004.0,0.08638596012900494,0.008643977198124477,0.034369630025578565,0.034369630025578565,0.05826209242006249,0.03317321317744638,0.03317321317744638
2021-04-29,353994.0,531928.0,559810.0,553225.0,553225.0,538930.0,545344.0,545344.0,0.502646937518715,0.5814109843669667,0.5628089741634039,0.5628089741634039,0.5224269337898383,0.5405458849585021,0.5405458849585021
2021-04-30,431276.0,421019.0,451438.0,434617.0,434617.0,423810.0,440212.0,440212.0,0.02378291395765125,0.04674964523877981,0.007746779324608835,0.007746779324608835,0.017311420065109117,0.02071991021990558,0.02071991021990558
2021-05-03,361252.0,446441.0,463130.0,453005.0,453005.0,443747.0,453665.0,453665.0,0.23581599548237794,0.2820136635921739,0.25398613710097107,0.25398613710097107,0.22835859732264457,0.2558131166055828,0.2558131166055828
2021-05-04,628528.0,406498.0,428553.0,414283.0,414283.0,404987.0,418936.0,418936.0,0.3532539520912354,0.318164027696459,0.34086786905277094,0.34086786905277094,0.3556579818241988,0.3334648575719777,0.3334648575719777
2021-05-05,469589.0,540566.0,546911.0,523764.0,523764.0,514644.0,537388.0,537388.0,0.15114706690318555,0.16465888255474467,0.11536684206827673,0.11536684206827673,0.09594560349582294,0.14437944670765288,0.14437944670765288
2021-05-06,407424.0,500471.0,513140.0,506309.0,506309.0,496801.0,503504.0,503504.0,0.22837878966383915,0.25947415959786363,0.242707842444235,0.242707842444235,0.21937097470939365,0.23582312284008797,0.23582312284008797
2021-05-07,472271.0,461197.0,469440.0,456270.0,456270.0,445869.0,458738.0,458738.0,0.023448401447474013,0.005994439633176714,0.033880970883242885,0.033880970883242885,0.05590434305727009,0.028655157737824257,0.028655157737824257
2021-05-10,484295.0,487200.0,489645.0,482520.0,482520.0,468087.0,474999.0,474999.0,0.0059984100599841,0.011046985824755573,0.0036651214652226433,0.0036651214652226433,0.03346720490610062,0.01919491219194912,0.01919491219194912
2021-05-11,475494.0,503728.0,502479.0,496603.0,496603.0,488061.0,493836.0,493836.0,0.05937824662351155,0.05675150475084859,0.04439383041636698,0.04439383041636698,0.026429355575464674,0.03857461923809764,0.03857461923809764
2021-05-12,549078.0,500509.0,502081.0,495029.0,495029.0,491293.0,498293.0,498293.0,0.08845555640546517,0.08559257518968161,0.09843592349356557,0.09843592349356557,0.10524005696822673,0.09249141287758753,0.09249141287758753
2021-05-13,371962.0,547976.0,538132.0,536372.0,536372.0,546188.0,547980.0,547980.0,0.47320425204725214,0.4467391830348261,0.44200751689688733,0.44200751689688733,0.4683973094025734,0.4732150058339293,0.4732150058339293
2021-05-14,343226.0,451091.0,455306.0,438644.0,438644.0,438226.0,454872.0,454872.0,0.3142681498487877,0.3265486880364541,0.27800341465972855,0.27800341465972855,0.2767855582036326,0.32528421506529226,0.32528421506529226
